NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,SUM(QTEPRD)
SKHIRA,GASOIL,EL BDERNA,19-Nov,SFAX,EL BDARNA,427242.333,1330.973,321
SKHIRA,SSP SUPER SANS PLOMB,PORT DE SFAX,19-Nov,SFAX,SFAX,121817.947,1668.739,73
SKHIRA,GASOIL,KEBILI,19-Nov,KEBILI,KEBILI,177019.409,1330.973,133
SKHIRA,SSP SUPER SANS PLOMB,EL JEM,19-Nov,MAHDIA,EL JEM,193573.724,1668.739,116
SKHIRA,SSP SUPER SANS PLOMB,HASSI AMOR,19-Nov,MEDENINE,HASSI AMOR,50062.17,1668.739,30
SKHIRA,GASOIL,SIDI BOUZID,19-Nov,SIDI BOUZID,SIDI BOUZID,344722.007,1330.973,259
SKHIRA,GASOIL,REJICHE,19-Nov,MAHDIA,REJICHE,91837.137,1330.973,69
SKHIRA,GASOIL,HAJEB EL AYOUN,19-Nov,KAIROUAN,HAJEB EL AYOUN,169033.571,1330.973,127
SKHIRA,GASOIL,DEGACHE,19-Nov,TOZEUR,DEGACHE,66548.65,1330.973,50
SKHIRA,GAZOIL SANS SOUFRE,C.O. ASKAR,19-Nov,SIDI BOUZID,CABELET OUELED ASKER,24880.704,1555.044,16
SKHIRA,SSP SUPER SANS PLOMB,MOULARES,19-Nov,GAFSA,MOULARES,81768.211,1668.739,49
SKHIRA,GASOIL,SFAX GP1,19-Nov,SFAX,SFAX,61466.812,1396.973,44
SKHIRA,SSP SUPER SANS PLOMB,OUEDHREF,19-Nov,GABES,OUEDHREF,65080.821,1668.739,39
SKHIRA,SSP SUPER SANS PLOMB,S. LAHED .K,19-Nov,KEBILI,SOUK LAHAD,60074.604,1668.739,36
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF,19-Nov,MAHDIA,KSOUR ESSAF,8343.695,1668.739,5
SKHIRA,GASOIL,SBEITLA,19-Nov,KASSERINE,SBEITLA,81189.353,1330.973,61
SKHIRA,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Nov,MONASTIR,MENZEL EL HAYET,20024.868,1668.739,12
SKHIRA,SSP SUPER SANS PLOMB,BEN GUERDANE,19-Nov,MEDENINE,BEN GUERDENE,65080.821,1668.739,39
GOULETTE,GAZOIL SANS SOUFRE,SOUSSE REPUB,19-Dec,SOUSSE,SOUSSE,23325.66,1555.044,15
GOULETTE,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Dec,MONASTIR,MENZEL EL HAYET,213598.592,1668.739,128
SKHIRA,GASOIL,GHRAIBA,19-Dec,SFAX,GHREIBA,167702.598,1330.973,126
GOULETTE,GAZOIL SANS SOUFRE,BOUMHEL,19-Dec,BEN AROUS,BOUMHAL,77752.2,1555.044,50
GOULETTE,GASOIL,AV. HEDI SAIDI,19-Dec,TUNIS,TUNIS VILLE,67879.623,1330.973,51
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,MNIHLA 2,19-Oct,ARIANA,M'NIHLA,9330.264,1555.044,6
SKHIRA,GAZOIL SANS SOUFRE,KEBILI,19-Dec,KEBILI,KEBILI,87082.464,1555.044,56
SKHIRA,GASOIL,MEKNASSY,19-Dec,SIDI BOUZID,MEKNASSY,208962.761,1330.973,157
SKHIRA,SSP SUPER SANS PLOMB,B.A.B KHELIFA,19-Dec,SFAX,BIR ALI BEN KHELIFA,78430.733,1668.739,47
SKHIRA,GASOIL,M.BOUZAIENE,19-Dec,SIDI BOUZID,MENZEL BOUZAIENE,61224.758,1330.973,46
SKHIRA,GASOIL,NASRALLAH,19-Dec,KAIROUAN,SIDI ALI BEN NASRALL,110470.759,1330.973,83
GOULETTE,GAZOIL SANS SOUFRE,MOKNINE,19-Dec,MONASTIR,MOKNINE,62201.76,1555.044,40
GOULETTE,GASOIL,BENI KHALLED,19-Dec,NABEUL,BENI-KHALED,118456.597,1330.973,89
GOULETTE,SSP SUPER SANS PLOMB,TAHLA,19-Dec,KASSERINE,THALA,33374.78,1668.739,20
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,RAS DJEBEL,19-Dec,BIZERTE,RAS DJEBEL,105130.557,1668.739,63
SKHIRA,GAZOIL SANS SOUFRE,MENZEL M'HIRI,19-Dec,KAIROUAN,MENZEL M'HIRI,7775.22,1555.044,5
GOULETTE,APS AGILIX PREMIUM ESS.,GAMMARTH,19-Dec,TUNIS,GAMMARTH,10929.072,1821.512,6
GOULETTE,SSP SUPER SANS PLOMB,EL BATEN,19-Dec,KAIROUAN,EL BATEN,45055.953,1668.739,27
SKHIRA,GASOIL,SFAX TENIOUR,19-Dec,SFAX,SFAX,127773.408,1330.973,96
GOULETTE,GAZOIL SANS SOUFRE,LE SERS,19-Dec,LE KEF,LE SERS,24880.704,1555.044,16
SKHIRA,GASOIL,CITE EL MOEZ  SFAX,19-Dec,SFAX,SFAX,138421.192,1330.973,104
SKHIRA,GASOIL,ZARZIS,19-Nov,MEDENINE,ZARZIS,3992.919,1330.973,3
SKHIRA,GASOIL,EL JEM PK192,19-Dec,MAHDIA,EL JEM,202307.896,1330.973,152
SKHIRA,GASOIL,KSOUR ESSEF,19-Dec,MAHDIA,KSOUR ESSAF,55900.866,1330.973,42
GOULETTE,APS AGILIX PREMIUM ESS.,KAIROUAN,19-Dec,KAIROUAN,KAIROUAN,5464.536,1821.512,3
SKHIRA,GAZOIL SANS SOUFRE,M.BOUZAIENE,19-Dec,SIDI BOUZID,MENZEL BOUZAIENE,13995.396,1555.044,9
GOULETTE,SSP SUPER SANS PLOMB,KSAR SAID,18-Feb,TUNIS,KSAR SAID,94337.36,1451.344,65
BIZERTE CARBURANT,GASOIL 50,TOZEUR ,18-Feb,TOZEUR,TOZEUR,6630.53,1326.106,5
GOULETTE,GASOIL,DEN DEN ,18-Feb,MANOUBA,DENDEN,36716.974,1079.911,34
SKHIRA,SSP SUPER SANS PLOMB,METLAOUI,18-Jan,GAFSA,METLAOUI,142231.712,1451.344,98
SKHIRA,GASOIL,S. KHELIFA pk72 ,18-Jan,SOUSSE,SIDI KHLIFA,132829.053,1079.911,123
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,18-Feb,NABEUL,EL HAOUARIA,27575.536,1451.344,19
GOULETTE,SSP SUPER SANS PLOMB,BORJ CEDRIA,18-Feb,BEN AROUS,BORJ CEDRIA,146585.744,1451.344,101
GOULETTE,SSP SUPER SANS PLOMB,GROMBALIA,18-Feb,NABEUL,GROMBALIA,66761.824,1451.344,46
GOULETTE,SSP SUPER SANS PLOMB,BEN AROUS MC 34,18-Feb,BEN AROUS,BEN AROUS,107399.456,1451.344,74
GOULETTE,GASOIL,TOZOGHRANE,18-Feb,NABEUL,TOZGRANE,161986.65,1079.911,150
BIZERTE CARBURANT,GASOIL 50,REJICHE,18-Feb,MAHDIA,REJICHE,7956.636,1326.106,6
SKHIRA,GASOIL 50,EL BDERNA,18-Jan,SFAX,EL BDARNA,54370.346,1326.106,41
BIZERTE CARBURANT,GASOIL 50,BIR EL KASSA,18-Feb,BEN AROUS,BIR EL KASSAA,38457.074,1326.106,29
BIZERTE CARBURANT,GASOIL 50,GAFSA Rte DE TOZ.,18-Feb,GAFSA,GAFSA,5304.424,1326.106,4
GOULETTE,GASOIL,BIR MCHERGA,18-Feb,ZAGHOUAN,BIR MCHERGUA,265658.106,1079.911,246
GOULETTE,GASOIL,MSAKEN,18-Feb,SOUSSE,M'SAKEN,169546.027,1079.911,157
GOULETTE,GASOIL,S.A. BOUKHTIOUA,18-Feb,ARIANA,RAOUED,295895.614,1079.911,274
GOULETTE,GASOIL,KSAR HELAL,18-Feb,MONASTIR,KSAR HELLAL,16198.665,1079.911,15
BIZERTE CARBURANT,GASOIL 50,DEN DEN ,18-Feb,MANOUBA,DENDEN,34478.756,1326.106,26
ZARZIS,GASOIL,SIDGHEYNE,18-Feb,MEDENINE,HOUMT SOUK,32397.33,1079.911,30
SKHIRA,GASOIL 50,KANTAOUI,18-Mar,SOUSSE,HAMMAM SOUSSE,34478.756,1326.106,26
GOULETTE,SSP SUPER SANS PLOMB,C.B.Ammar,18-Mar,ARIANA,CEBALET B AMMAR,249631.168,1451.344,172
GOULETTE,GASOIL,BEJA,18-Mar,BEJA,BEJA,257018.818,1079.911,238
GOULETTE,GASOIL,GAMMARTH,18-Mar,TUNIS,GAMMARTH,215982.2,1079.911,200
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ 3,18-Mar,BEN AROUS,EL MOUROUJ,217701.6,1451.344,150
GOULETTE,SSP SUPER SANS PLOMB,BOU SALEM,18-Mar,JENDOUBA,BOUSALEM,134974.992,1451.344,93
BIZERTE CARBURANT,GASOIL 50,EL BATEN,18-Feb,KAIROUAN,EL BATEN,5304.424,1326.106,4
SKHIRA,SSP SUPER SANS PLOMB,EL GUETAR,18-Jan,GAFSA,EL GUETAR,37734.944,1451.344,26
BIZERTE CARBURANT,GASOIL 50,EL FAHS,18-Jan,ZAGHOUAN,EL FAHS,29174.332,1326.106,22
BIZERTE CARBURANT,GASOIL 50,GROMBALIA,18-Jan,NABEUL,GROMBALIA,82218.572,1326.106,62
SKHIRA,GASOIL,Rte SIDI MANSOUR,18-Jan,SFAX,SFAX,48595.995,1079.911,45
SKHIRA,GASOIL,ENNADHOUR,18-Jan,ZAGHOUAN,NADOUR,114470.566,1079.911,106
SKHIRA,GASOIL,REJICHE,18-Jan,MAHDIA,REJICHE,114470.566,1079.911,106
SKHIRA,GASOIL 50,REJICHE,18-Jan,MAHDIA,REJICHE,46413.71,1326.106,35
GOULETTE,GASOIL,ZAGHOUAN,18-Jan,ZAGHOUAN,ZAGHOUAN,252699.174,1079.911,234
GOULETTE,GASOIL,MNIHLA,18-Jan,ARIANA,M'NIHLA,203023.268,1079.911,188
GOULETTE,GASOIL,EL MOUROUJ,18-Jan,BEN AROUS,BIR EL KASSAA,210582.645,1079.911,195
SKHIRA,GASOIL 50,EL HAMMA,18-Jan,GABES,EL HAMMA,75588.042,1326.106,57
BIZERTE CARBURANT,GASOIL 50,TABARKA,18-Jan,JENDOUBA,TABARKA,25196.014,1326.106,19
BIZERTE CARBURANT,GASOIL 50,KSAR SAID,18-Jan,TUNIS,KSAR SAID,87522.996,1326.106,66
SKHIRA,GASOIL,SFAX TENIOUR,18-Jan,SFAX,SFAX,76673.681,1079.911,71
GOULETTE,GASOIL,BORJ CEDRIA,18-Jan,BEN AROUS,BORJ CEDRIA,206263.001,1079.911,191
SKHIRA,GASOIL,GAFSA Rte DE TOZ.,18-Jan,GAFSA,GAFSA,34557.152,1079.911,32
BIZERTE CARBURANT,GASOIL 50,S. KHELIFA pk72 ,18-Jan,SOUSSE,SIDI KHLIFA,107414.586,1326.106,81
GOULETTE,SSP SUPER SANS PLOMB,S. KHELIFA pk72 ,18-Jan,SOUSSE,SIDI KHLIFA,114656.176,1451.344,79
GOULETTE,GASOIL,JENDOUBA VILLE,18-Jan,JENDOUBA,JENDOUBA,369329.562,1079.911,342
GOULETTE,SSP SUPER SANS PLOMB,DOUALA,18-Jan,NABEUL,DOUALA,5805.376,1451.344,4
BIZERTE CARBURANT,GASOIL 50,SIDI BOUALI,18-Jan,SOUSSE,SIDI BOU ALI,19891.59,1326.106,15
GOULETTE,GASOIL,AV.BOUGATFA,18-Jan,TUNIS,LE BARDO,126349.587,1079.911,117
GOULETTE,GASOIL,BOUARADA,18-Feb,SILIANA,BOUARADA,59395.105,1079.911,55
GOULETTE,GASOIL,KONDAR,18-Jan,SOUSSE,KONDAR,286176.415,1079.911,265
BIZERTE CARBURANT,GASOIL 50,GOULETTE,18-Feb,TUNIS,LA GOULETTE,38457.074,1326.106,29
GOULETTE,SSP SUPER SANS PLOMB,S. LAHED .S,18-Jan,SOUSSE,SOUSSE,87080.64,1451.344,60
SKHIRA,GASOIL,NABEUL,18-Jan,NABEUL,NABEUL,19438.398,1079.911,18
SKHIRA,SSP SUPER SANS PLOMB,NABEUL,18-Jan,NABEUL,NABEUL,40637.632,1451.344,28
SKHIRA,GASOIL 50,MEKNASSY,18-Jan,SIDI BOUZID,MEKNASSY,34478.756,1326.106,26
SKHIRA,GASOIL 50,M. HACHED,18-Jan,MAHDIA,MENZEL HACHED,14587.166,1326.106,11
SKHIRA,GASOIL,DOUZ*,18-Jan,KEBILI,DOUZ,30237.508,1079.911,28
GOULETTE,SSP SUPER SANS PLOMB,SIDI BOUALI,18-Feb,SOUSSE,SIDI BOU ALI,44991.664,1451.344,31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,C.B.Ammar,18-Jan,ARIANA,CEBALET B AMMAR,21770.16,1451.344,15
GOULETTE,GASOIL,M. SALEM,18-Mar,NABEUL,EL HAOUARIA,213822.378,1079.911,198
GOULETTE,GASOIL,AV MOHAMED 5,18-Mar,TUNIS,TUNIS VILLE,44276.351,1079.911,41
GOULETTE,SSP SUPER SANS PLOMB,KSAR SAID,18-Mar,TUNIS,KSAR SAID,338163.152,1451.344,233
BIZERTE CARBURANT,GASOIL 50,SOUSSE REPUB,18-Jan,SOUSSE,SOUSSE,17239.378,1326.106,13
SKHIRA,SSP SUPER SANS PLOMB,KONDAR,18-Jan,SOUSSE,KONDAR,24672.848,1451.344,17
BIZERTE CARBURANT,GASOIL 50,TOZOGHRANE,18-Jan,NABEUL,TOZGRANE,13261.06,1326.106,10
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KSAR SAID,18-Jan,TUNIS,KSAR SAID,58053.76,1451.344,40
ZARZIS,GASOIL,REMADA,18-Mar,TATAOUINE,REMADA,165226.383,1079.911,153
BIZERTE CARBURANT,GASOIL 50,BOUMHEL,18-Mar,BEN AROUS,BOUMHAL,59674.77,1326.106,45
GOULETTE,GASOIL,HAMMAM SOUSSE,18-Mar,SOUSSE,HAMMAM SOUSSE,66954.482,1079.911,62
ZARZIS,SSP SUPER SANS PLOMB,BIR LAHMAR,18-Mar,TATAOUINE,BIR LAHMAR,36283.6,1451.344,25
ZARZIS,GASOIL,SMAR,18-Mar,TATAOUINE,SMAR,61554.927,1079.911,57
BIZERTE CARBURANT,GASOIL 50,BIZERTE,18-Mar,BIZERTE,BIZERTE,59674.77,1326.106,45
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,DEN DEN ,18-Jan,MANOUBA,DENDEN,17416.128,1451.344,12
GOULETTE,GASOIL,GUEBELLAT,18-Mar,BEJA,GOUBELLAT,134988.875,1079.911,125
BIZERTE CARBURANT,GASOIL 50,GROMBALIA,18-Mar,NABEUL,GROMBALIA,88849.102,1326.106,67
GOULETTE,SSP SUPER SANS PLOMB,SOUSSE MED  ALI,18-Feb,SOUSSE,SOUSSE,26124.192,1451.344,18
SKHIRA,SSP SUPER SANS PLOMB,KERKENNAH,18-Mar,SFAX,KERKENAH,172709.936,1451.344,119
GOULETTE,SSP SUPER SANS PLOMB,LE KEF,18-Feb,LE KEF,LE KEF,30478.224,1451.344,21
SKHIRA,SSP SUPER SANS PLOMB,SIDI BOUZID,18-Feb,SIDI BOUZID,SIDI BOUZID,168355.904,1451.344,116
SKHIRA,GASOIL,KEBILI (ex-GPL),18-Feb,KEBILI,KEBILI,30237.508,1079.911,28
SKHIRA,GASOIL 50,M.BOUZAIENE,18-Feb,SIDI BOUZID,MENZEL BOUZAIENE,15913.272,1326.106,12
GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,18-Jan,SILIANA,BOUARADA,29026.88,1451.344,20
SKHIRA,GASOIL 50,POUDRIERE SFAX2,18-Feb,SFAX,SFAX,42435.392,1326.106,32
SKHIRA,GASOIL,SIDI BOUALI,18-Feb,SOUSSE,SIDI BOU ALI,56155.372,1079.911,52
SKHIRA,GASOIL,DEGACHE,18-Feb,TOZEUR,DEGACHE,52915.639,1079.911,49
SKHIRA,SSP SUPER SANS PLOMB,SIDI AICH,18-Feb,GAFSA,SIDI IICH,20318.816,1451.344,14
SKHIRA,GASOIL,SBEITLA,18-Feb,KASSERINE,SBEITLA,109071.011,1079.911,101
BIZERTE CARBURANT,GASOIL 50,AZMOUR,18-Feb,NABEUL,AZMOUR,3978.318,1326.106,3
GOULETTE,SSP SUPER SANS PLOMB,H.ZRIBA,18-Feb,ZAGHOUAN,HAMMAM ZRIBA,36233.6,1449.344,25
GOULETTE,GASOIL,ENNADHOUR,18-Feb,ZAGHOUAN,NADOUR,30237.508,1079.911,28
BIZERTE CARBURANT,GASOIL 50,S. LAHED .K,18-Jan,KEBILI,SOUK LAHAD,7956.636,1326.106,6
BIZERTE CARBURANT,GASOIL 50,EL FAHS,18-Feb,ZAGHOUAN,EL FAHS,17239.378,1326.106,13
BIZERTE CARBURANT,GASOIL,ROUHIA,18-Feb,SILIANA,ROUHIA,2159.822,1079.911,2
SKHIRA,SSP SUPER SANS PLOMB,MOULARES,18-Feb,GAFSA,MOULARES,81275.264,1451.344,56
SKHIRA,GASOIL 50,EL GUETAR,18-Feb,GAFSA,EL GUETAR,30500.438,1326.106,23
GOULETTE,GASOIL,BEJA,18-Feb,BEJA,BEJA,177105.404,1079.911,164
GOULETTE,SSP SUPER SANS PLOMB,BEJA,18-Feb,BEJA,BEJA,58053.76,1451.344,40
GOULETTE,GASOIL,AV. HEDI SAIDI,18-Feb,TUNIS,TUNIS VILLE,46436.173,1079.911,43
BIZERTE CARBURANT,GASOIL,SEJNENE,18-Feb,BIZERTE,SEJNENE,17278.576,1079.911,16
SKHIRA,GASOIL 50,C.O. ASKAR,18-Feb,SIDI BOUZID,CABELET OUELED ASKER,21217.696,1326.106,16
BIZERTE CARBURANT,GASOIL 50,SILIANA,18-Feb,SILIANA,SILIANA,22543.802,1326.106,17
GOULETTE,SSP SUPER SANS PLOMB,BENI KHALLED,18-Feb,NABEUL,BENI-KHALED,17416.128,1451.344,12
GOULETTE,GASOIL,BENI KHALLED,18-Feb,NABEUL,BENI-KHALED,21598.22,1079.911,20
BIZERTE CARBURANT,GASOIL 50,SFAX GP1,18-Feb,SFAX,SFAX,6630.53,1326.106,5
GERANT POIT DE VENTE,GASOIL,KSAR SAID,18-Jan,TUNIS,KSAR SAID,-6659.466,1109.911,-6
SKHIRA,GASOIL 50,MOULARES,18-Feb,GAFSA,MOULARES,21217.696,1326.106,16
SKHIRA,GASOIL 50,MSAKEN,18-Feb,SOUSSE,M'SAKEN,27848.226,1326.106,21
SKHIRA,GASOIL 50,HAMMAM LIF,18-Feb,BEN AROUS,HAMMAM-LIF,19891.59,1326.106,15
SKHIRA,GASOIL,FOUSSANA,18-Feb,KASSERINE,FOUSSANA,74513.859,1079.911,69
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,TABARKA,18-Feb,JENDOUBA,TABARKA,21770.16,1451.344,15
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,18-Feb,BEJA,GOUBELLAT,23221.504,1451.344,16
SKHIRA,GASOIL,EL HANCHA,18-Feb,SFAX,HENCHA,41036.618,1079.911,38
SKHIRA,GASOIL 50,BIR LAHMAR,18-Feb,TATAOUINE,BIR LAHMAR,7956.636,1326.106,6
SKHIRA,SSP SUPER SANS PLOMB,NVLE TATAOUINE,18-Feb,TATAOUINE,TATAOUINE,2902.688,1451.344,2
SKHIRA,GASOIL 50,M.DAR BEL OUER,18-Feb,SOUSSE,MENZEL DAR BEL OUAER,13261.06,1326.106,10
SKHIRA,SSP SUPER SANS PLOMB,M. TEMIME,18-Feb,NABEUL,MENZEL TEMIME,17416.128,1451.344,12
SKHIRA,SSP SUPER SANS PLOMB,NASRALLAH,18-Feb,KAIROUAN,SIDI ALI BEN NASRALL,11610.752,1451.344,8
BIZERTE CARBURANT,GASOIL,M. SALEM,18-Feb,NABEUL,EL HAOUARIA,7559.377,1079.911,7
SKHIRA,GASOIL 50,C.B.Ammar,18-Feb,ARIANA,CEBALET B AMMAR,41109.286,1326.106,31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,LE KEF,18-Jan,LE KEF,LE KEF,15964.784,1451.344,11
SKHIRA,GASOIL,HAFFOUZ,18-Feb,KAIROUAN,HAFFOUZ,106911.189,1079.911,99
GOULETTE,GASOIL,EL KSOUR,18-Feb,LE KEF,EL KSOUR,24837.953,1079.911,23
SKHIRA,GASOIL 50,FOUCHANA,18-Feb,BEN AROUS,FOUCHANA,29174.332,1326.106,22
SKHIRA,GASOIL 50,KSAR SAID,18-Feb,TUNIS,KSAR SAID,42435.392,1326.106,32
SKHIRA,GASOIL 50,SIDI EL HENI,18-Feb,SOUSSE,SIDI EL HENI,7956.636,1326.106,6
SKHIRA,GASOIL,REMADA,18-Feb,TATAOUINE,REMADA,8639.288,1079.911,8
SKHIRA,GASOIL 50,EL FAHS,18-Feb,ZAGHOUAN,EL FAHS,22543.802,1326.106,17
BIZERTE CARBURANT,GASOIL 50,MSAKEN,18-Mar,SOUSSE,M'SAKEN,17239.378,1326.106,13
GOULETTE,SSP SUPER SANS PLOMB,CITE OLYMPIQUE,18-Aug,TUNIS,CITE ELKHADRA,631892.716,1556.386,406
GOULETTE,GASOIL,PORT DE RADES,18-May,BEN AROUS,RADES,94429.356,1124.159,84
GOULETTE,SSP SUPER SANS PLOMB,MNIHLA,18-Mar,ARIANA,M'NIHLA,220604.288,1451.344,152
BIZERTE CARBURANT,GASOIL 50,SFAX TENIOUR,18-Jan,SFAX,SFAX,9282.742,1326.106,7
BIZERTE CARBURANT,GASOIL 50,SIDI BOUALI,18-Mar,SOUSSE,SIDI BOU ALI,13261.06,1326.106,10
BIZERTE CARBURANT,GASOIL,SOUSSE REPUB,18-Aug,SOUSSE,SOUSSE,7143.186,1190.531,6
SKHIRA,GASOIL 50,S. LAHED .S,18-Mar,SOUSSE,SOUSSE,34478.756,1326.106,26
BIZERTE CARBURANT,GASOIL,BIZERTE,18-May,BIZERTE,BIZERTE,82063.607,1124.159,73
ZARZIS,SSP SUPER SANS PLOMB,JORF JERBA,18-Mar,MEDENINE,JORF,34832.256,1451.344,24
SKHIRA,SSP SUPER SANS PLOMB,HAZOUA,18-Mar,TOZEUR,HASOUA,8708.064,1451.344,6
ZARZIS,GASOIL,BEN GUERDANE,18-Mar,MEDENINE,BEN GUERDENE,39956.707,1079.911,37
SKHIRA,GASOIL,MAJEL B. ABBES,18-Mar,KASSERINE,MAGEL BEL ABBES,152267.451,1079.911,141
SKHIRA,GASOIL,EL ALA,18-Feb,KAIROUAN,EL ALA,75593.77,1079.911,70
GOULETTE,SSP SUPER SANS PLOMB,TOZOGHRANE,18-May,NABEUL,TOZGRANE,59734.44,1493.361,40
SKHIRA,SSP SUPER SANS PLOMB,GHRAIBA,18-Mar,SFAX,GHREIBA,34832.256,1451.344,24
GOULETTE,SSP SUPER SANS PLOMB,AV DE CARTHAGE,18-Mar,TUNIS,TUNIS VILLE,159647.84,1451.344,110
ZARZIS,SSP SUPER SANS PLOMB,NVLE TATAOUINE,18-Mar,TATAOUINE,TATAOUINE,43540.32,1451.344,30
BIZERTE CARBURANT,GASOIL 50,BORJ CEDRIA,18-Mar,BEN AROUS,BORJ CEDRIA,39783.18,1326.106,30
BIZERTE CARBURANT,GASOIL 50,EL KSOUR,18-Aug,LE KEF,EL KSOUR,34481.424,1436.726,24
SKHIRA,SSP SUPER SANS PLOMB,SKHIRA,18-Mar,SFAX,SKHIRA,65310.48,1451.344,45
SKHIRA,GASOIL,OULED CHAMEKH,18-Mar,MAHDIA,OULED CHAMEKH,237580.42,1079.911,220
GOULETTE,GASOIL,EL MOUROUJ 3,18-Mar,BEN AROUS,EL MOUROUJ,68034.393,1079.911,63
BIZERTE CARBURANT,GASOIL 50,BIR EL KASSA,18-May,BEN AROUS,BIR EL KASSAA,106887.612,1370.354,78
SKHIRA,GASOIL,EL JEM PK192,18-Mar,MAHDIA,EL JEM,139308.519,1079.911,129
SKHIRA,GASOIL 50,IDENE,18-Feb,BEJA,I D E N,3978.318,1326.106,3
SKHIRA,GASOIL,KSAR HELAL,18-Mar,MONASTIR,KSAR HELLAL,160906.739,1079.911,149
BIZERTE CARBURANT,GASOIL 50,MORNAG,18-May,BEN AROUS,MORNAG,112369.028,1370.354,82
GOULETTE,GASOIL,DAR ALLOUCHE,18-Mar,NABEUL,DAR ALLOUCHE,25917.864,1079.911,24
SKHIRA,GASOIL 50,CITE EL HABIB - SFAX GPL,18-Mar,SFAX,SFAX,45087.604,1326.106,34
SKHIRA,SSP SUPER SANS PLOMB,TOUZA,18-Mar,MONASTIR,TOUZA,50797.04,1451.344,35
SKHIRA,GASOIL,DEN DEN ,18-Mar,MANOUBA,DENDEN,15118.754,1079.911,14
GOULETTE,GASOIL,EL AOUINA,18-Apr,TUNIS,EL AOUINA,252935.775,1124.159,225
GOULETTE,GASOIL,EL KSOUR,18-Mar,LE KEF,EL KSOUR,58315.194,1079.911,54
BIZERTE CARBURANT,GASOIL,EL FAHS,18-Mar,ZAGHOUAN,EL FAHS,14038.843,1079.911,13
GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,18-Mar,SILIANA,BOUARADA,30478.224,1451.344,21
SKHIRA,GASOIL,KALAA EL KEBIRA,18-Mar,SOUSSE,KALAA KBIRA,18358.487,1079.911,17
BIZERTE CARBURANT,GASOIL 50,AV MOHAMED 5,18-Mar,TUNIS,TUNIS VILLE,39783.18,1326.106,30
SKHIRA,GASOIL,TAHLA,18-Mar,KASSERINE,THALA,10799.11,1079.911,10
GOULETTE,GASOIL,H.ZRIBA,18-Mar,ZAGHOUAN,HAMMAM ZRIBA,213426.378,1077.911,198
GOULETTE,SSP SUPER SANS PLOMB,MSAKEN,18-Mar,SOUSSE,M'SAKEN,27575.536,1451.344,19
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF,18-Mar,MAHDIA,KSOUR ESSAF,2902.688,1451.344,2
SKHIRA,SSP SUPER SANS PLOMB,DEGACHE,18-Mar,TOZEUR,DEGACHE,18867.472,1451.344,13
SKHIRA,GASOIL 50,SOUSSE MED  ALI,18-Mar,SOUSSE,SOUSSE,23869.908,1326.106,18
GOULETTE,SSP SUPER SANS PLOMB,M. TEMIME,18-Apr,NABEUL,MENZEL TEMIME,201603.735,1493.361,135
BIZERTE CARBURANT,GASOIL,BOUARADA,18-Mar,SILIANA,BOUARADA,6479.466,1079.911,6
BIZERTE CARBURANT,GASOIL 50,TABARKA,18-Apr,JENDOUBA,TABARKA,27407.08,1370.354,20
SKHIRA,GASOIL,H.ZRIBA,18-Mar,ZAGHOUAN,HAMMAM ZRIBA,43116.44,1077.911,40
BIZERTE CARBURANT,GASOIL 50,TOUZA,18-Mar,MONASTIR,MOKNINE,2652.212,1326.106,2
BIZERTE CARBURANT,GASOIL,AV MOHAMED 5,18-Mar,TUNIS,TUNIS VILLE,8639.288,1079.911,8
SKHIRA,SSP SUPER SANS PLOMB,KETTANA,18-Apr,GABES,KETTANA,32853.942,1493.361,22
BIZERTE CARBURANT,GASOIL,BIR EL KASSA,18-Apr,BEN AROUS,BIR EL KASSAA,21359.021,1124.159,19
GOULETTE,SSP SUPER SANS PLOMB,KORBA,18-Apr,NABEUL,KORBA,170243.154,1493.361,114
SKHIRA,GASOIL,TOZEUR ,18-Apr,TOZEUR,TOZEUR,89932.72,1124.159,80
SKHIRA,SSP SUPER SANS PLOMB,TOZEUR ,18-Apr,TOZEUR,TOZEUR,28373.859,1493.361,19
GOULETTE,GASOIL,BENI KHALLED,18-Apr,NABEUL,BENI-KHALED,75318.653,1124.159,67
GOULETTE,SSP SUPER SANS PLOMB,BIR MCHERGA,18-Apr,ZAGHOUAN,BIR MCHERGUA,82134.855,1493.361,55
SKHIRA,GASOIL,KASSERINE,18-Apr,KASSERINE,KASSERINE,143892.352,1124.159,128
SKHIRA,GASOIL 50,KETTANA,18-Apr,GABES,KETTANA,23296.018,1370.354,17
