,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,lag1_previous_quantity,lag2_previous_quantity,lag3_previous_quantity,lag4_previous_quantity,lag5_previous_quantity,SUM(QTEPRD)
13367,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-03-01,BEJA,AMDOUN,8026.47,1605.294,10.0,4.0,5.0,3.0,3.0,5.0
1170,SKHIRA,SSP SUPER SANS PLOMB,AMDOUN,2019-03-01,BEJA,AMDOUN,6421.176,1605.294,5.0,10.0,4.0,5.0,3.0,4.0
2294,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-04-01,BEJA,AMDOUN,16708.4,1670.8400000000001,4.0,5.0,10.0,4.0,5.0,10.0
13335,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AMDOUN,2019-05-01,BEJA,AMDOUN,5012.52,1670.8400000000001,10.0,4.0,5.0,10.0,4.0,3.0
2443,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-05-01,BEJA,AMDOUN,13366.72,1670.84,3.0,10.0,4.0,5.0,10.0,8.0
3721,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-06-01,BEJA,AMDOUN,18379.24,1670.8400000000001,8.0,3.0,10.0,4.0,5.0,11.0
13488,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-07-01,BEJA,AMDOUN,25047.893,1669.8595333333333,11.0,8.0,3.0,10.0,4.0,15.0
16233,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AMDOUN,2019-08-01,BEJA,AMDOUN,5006.217,1668.7389999999998,15.0,11.0,8.0,3.0,10.0,3.0
5287,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-08-01,BEJA,AMDOUN,26699.824,1668.739,3.0,15.0,11.0,8.0,3.0,16.0
16261,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-09-01,BEJA,AMDOUN,13349.912,1668.739,16.0,3.0,15.0,11.0,8.0,8.0
21483,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AMDOUN,2019-09-01,BEJA,AMDOUN,6674.956,1668.739,8.0,16.0,3.0,15.0,11.0,4.0
20196,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-10-01,BEJA,AMDOUN,16687.39,1668.739,4.0,8.0,16.0,3.0,15.0,10.0
21731,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-11-01,BEJA,AMDOUN,25031.085,1668.739,10.0,4.0,8.0,16.0,3.0,15.0
17676,GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,2019-12-01,BEJA,AMDOUN,15018.651,1668.739,15.0,10.0,4.0,8.0,16.0,9.0
4519,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2018-07-01,ARIANA,ARIANA,4734.957,1578.3190000000002,0.0,0.0,0.0,0.0,0.0,3.0
14206,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2018-08-01,ARIANA,ARIANA,4734.957,1578.3190000000002,3.0,0.0,0.0,0.0,0.0,3.0
8897,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2018-09-01,ARIANA,ARIANA,14682.744,1631.4160000000002,3.0,3.0,0.0,0.0,0.0,9.0
4821,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2018-10-01,ARIANA,ARIANA,8157.08,1631.416,9.0,3.0,3.0,0.0,0.0,5.0
9024,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2018-11-01,ARIANA,ARIANA,4894.248,1631.416,5.0,9.0,3.0,3.0,0.0,3.0
18479,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2018-12-01,ARIANA,ARIANA,21208.408,1631.416,3.0,5.0,9.0,3.0,3.0,13.0
3567,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2019-02-01,ARIANA,ARIANA,14682.744,1631.4160000000002,13.0,3.0,5.0,9.0,3.0,9.0
18836,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2019-03-01,ARIANA,ARIANA,14682.744,1631.4160000000002,9.0,13.0,3.0,5.0,9.0,9.0
10625,BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,ARIANA,2019-04-01,ARIANA,ARIANA,8546.46,1709.292,9.0,9.0,13.0,3.0,5.0,5.0
12033,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-04-01,ARIANA,ARIANA,6837.168,1709.292,5.0,9.0,9.0,13.0,3.0,4.0
18755,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-05-01,ARIANA,ARIANA,25639.38,1709.2920000000001,4.0,5.0,9.0,9.0,13.0,15.0
5029,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-06-01,ARIANA,ARIANA,11965.044,1709.292,15.0,4.0,5.0,9.0,9.0,7.0
12152,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-07-01,ARIANA,ARIANA,18784.516,1707.6832727272727,7.0,15.0,4.0,5.0,9.0,11.0
13422,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-08-01,ARIANA,ARIANA,23899.12,1707.08,11.0,7.0,15.0,4.0,5.0,14.0
8146,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-09-01,ARIANA,ARIANA,11949.56,1707.08,14.0,11.0,7.0,15.0,4.0,7.0
1277,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-10-01,ARIANA,ARIANA,13656.64,1707.08,7.0,14.0,11.0,7.0,15.0,8.0
2678,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-11-01,ARIANA,ARIANA,17070.8,1707.08,8.0,7.0,14.0,11.0,7.0,10.0
16315,GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,2019-12-01,ARIANA,ARIANA,18777.88,1707.0800000000002,10.0,8.0,7.0,14.0,11.0,11.0
7374,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2018-07-01,ARIANA,ARIANA,5097.732,1699.244,0.0,0.0,0.0,0.0,0.0,3.0
7392,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2018-08-01,ARIANA,ARIANA,16992.44,1699.244,3.0,0.0,0.0,0.0,0.0,10.0
8808,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2018-09-01,ARIANA,ARIANA,20794.288,1732.8573333333334,10.0,3.0,0.0,0.0,0.0,12.0
18379,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2018-10-01,ARIANA,ARIANA,19246.304,1749.664,12.0,10.0,3.0,0.0,0.0,11.0
19744,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2018-11-01,ARIANA,ARIANA,17496.64,1749.664,11.0,12.0,10.0,3.0,0.0,10.0
3482,BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ARIANA,2018-11-01,ARIANA,ARIANA,6998.656,1749.664,10.0,11.0,12.0,10.0,3.0,4.0
323,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2018-12-01,ARIANA,ARIANA,12247.648,1749.664,4.0,10.0,11.0,12.0,10.0,7.0
7209,BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ARIANA,2018-12-01,ARIANA,ARIANA,15746.976,1749.664,7.0,4.0,10.0,11.0,12.0,9.0
16989,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-01-01,ARIANA,ARIANA,31493.952,1749.664,9.0,7.0,4.0,10.0,11.0,18.0
3605,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-02-01,ARIANA,ARIANA,8748.32,1749.664,18.0,9.0,7.0,4.0,10.0,5.0
15818,BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ARIANA,2019-02-01,ARIANA,ARIANA,6998.656,1749.664,5.0,18.0,9.0,7.0,4.0,4.0
11997,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-03-01,ARIANA,ARIANA,24495.296,1749.664,4.0,5.0,18.0,9.0,7.0,14.0
13244,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-04-01,ARIANA,ARIANA,31001.421,1823.6129999999998,14.0,4.0,5.0,18.0,9.0,17.0
2190,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-05-01,ARIANA,ARIANA,38295.873,1823.613,17.0,14.0,4.0,5.0,18.0,21.0
8032,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-06-01,ARIANA,ARIANA,23706.969,1823.613,21.0,17.0,14.0,4.0,5.0,13.0
9439,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-07-01,ARIANA,ARIANA,21874.952,1822.9126666666668,13.0,21.0,17.0,14.0,4.0,12.0
21633,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-08-01,ARIANA,ARIANA,29144.192,1821.512,12.0,13.0,21.0,17.0,14.0,16.0
16104,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-09-01,ARIANA,ARIANA,21858.144,1821.512,16.0,12.0,13.0,21.0,17.0,12.0
5268,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-10-01,ARIANA,ARIANA,23679.656,1821.512,12.0,16.0,12.0,13.0,21.0,13.0
13617,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-11-01,ARIANA,ARIANA,25501.168,1821.5120000000002,13.0,12.0,16.0,12.0,13.0,14.0
12262,GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,2019-12-01,ARIANA,ARIANA,23679.656,1821.512,14.0,13.0,12.0,16.0,12.0,13.0
39,GOULETTE,GASOIL,ARIANA,2018-01-01,ARIANA,ARIANA,109071.011,1079.911,0.0,0.0,0.0,0.0,0.0,101.0
8272,GOULETTE,GASOIL,ARIANA,2018-02-01,ARIANA,ARIANA,93952.257,1079.911,101.0,0.0,0.0,0.0,0.0,87.0
15130,SKHIRA,GASOIL,ARIANA,2018-02-01,ARIANA,ARIANA,7559.377,1079.911,87.0,101.0,0.0,0.0,0.0,7.0
11113,GOULETTE,GASOIL,ARIANA,2018-03-01,ARIANA,ARIANA,12958.932,1079.911,7.0,87.0,101.0,0.0,0.0,12.0
10079,GOULETTE,GASOIL,ARIANA,2018-07-01,ARIANA,ARIANA,7143.186,1190.531,12.0,7.0,87.0,101.0,0.0,6.0
7401,BIZERTE CARBURANT,GASOIL,ARIANA,2018-08-01,ARIANA,ARIANA,8333.717,1190.5310000000002,6.0,12.0,7.0,87.0,101.0,7.0
16832,GOULETTE,GASOIL,ARIANA,2018-08-01,ARIANA,ARIANA,67860.267,1190.5310000000002,7.0,6.0,12.0,7.0,87.0,57.0
11509,GOULETTE,GASOIL,ARIANA,2018-09-01,ARIANA,ARIANA,97640.202,1251.7974615384617,57.0,7.0,6.0,12.0,7.0,78.0
13016,BIZERTE CARBURANT,GASOIL,ARIANA,2018-10-01,ARIANA,ARIANA,20110.448,1256.903,78.0,57.0,7.0,6.0,12.0,16.0
6103,GOULETTE,GASOIL,ARIANA,2018-10-01,ARIANA,ARIANA,79184.889,1256.903,16.0,78.0,57.0,7.0,6.0,63.0
4766,BIZERTE CARBURANT,GASOIL,ARIANA,2018-11-01,ARIANA,ARIANA,11312.127,1256.903,63.0,16.0,78.0,57.0,7.0,9.0
1823,GOULETTE,GASOIL,ARIANA,2018-11-01,ARIANA,ARIANA,93010.822,1256.903,9.0,63.0,16.0,78.0,57.0,74.0
3019,GOULETTE,GASOIL,ARIANA,2018-12-01,ARIANA,ARIANA,108045.868,1256.3473023255815,74.0,9.0,63.0,16.0,78.0,86.0
2085,SKHIRA,GASOIL,ARIANA,2018-12-01,ARIANA,ARIANA,10055.224,1256.903,86.0,74.0,9.0,63.0,16.0,8.0
795,SKHIRA,GASOIL,ARIANA,2019-01-01,ARIANA,ARIANA,5021.24,1255.31,8.0,86.0,74.0,9.0,63.0,4.0
10025,GOULETTE,GASOIL,ARIANA,2019-01-01,ARIANA,ARIANA,105446.04,1255.31,4.0,8.0,86.0,74.0,9.0,84.0
19840,GOULETTE,GASOIL,ARIANA,2019-02-01,ARIANA,ARIANA,107956.66,1255.31,84.0,4.0,8.0,86.0,74.0,86.0
19857,SKHIRA,GASOIL,ARIANA,2019-02-01,ARIANA,ARIANA,10042.48,1255.31,86.0,84.0,4.0,8.0,86.0,8.0
20050,SKHIRA,GASOIL,ARIANA,2019-03-01,ARIANA,ARIANA,22595.58,1255.3100000000002,8.0,86.0,84.0,4.0,8.0,18.0
10624,GOULETTE,GASOIL,ARIANA,2019-03-01,ARIANA,ARIANA,76573.91,1255.31,18.0,8.0,86.0,84.0,4.0,61.0
11846,GOULETTE,GASOIL,ARIANA,2019-04-01,ARIANA,ARIANA,130652.228,1333.186,61.0,18.0,8.0,86.0,84.0,98.0
3599,GOULETTE,GASOIL,ARIANA,2019-05-01,ARIANA,ARIANA,133318.6,1333.1860000000001,98.0,61.0,18.0,8.0,86.0,100.0
9303,BIZERTE CARBURANT,GASOIL,ARIANA,2019-05-01,ARIANA,ARIANA,10665.488,1333.186,100.0,98.0,61.0,18.0,8.0,8.0
10501,GOULETTE,GASOIL,ARIANA,2019-06-01,ARIANA,ARIANA,109321.252,1333.186,8.0,100.0,98.0,61.0,18.0,82.0
12133,GOULETTE,GASOIL,ARIANA,2019-07-01,ARIANA,ARIANA,125217.686,1332.1030425531915,82.0,8.0,100.0,98.0,61.0,94.0
21510,GOULETTE,GASOIL,ARIANA,2019-08-01,ARIANA,ARIANA,111801.732,1330.973,94.0,82.0,8.0,100.0,98.0,84.0
10679,GOULETTE,GASOIL,ARIANA,2019-09-01,ARIANA,ARIANA,110470.759,1330.973,84.0,94.0,82.0,8.0,100.0,83.0
14630,GOULETTE,GASOIL,ARIANA,2019-10-01,ARIANA,ARIANA,122449.516,1330.973,83.0,84.0,94.0,82.0,8.0,92.0
18982,GOULETTE,GASOIL,ARIANA,2019-11-01,ARIANA,ARIANA,127773.408,1330.973,92.0,83.0,84.0,94.0,82.0,96.0
10867,GOULETTE,GASOIL,ARIANA,2019-12-01,ARIANA,ARIANA,129104.381,1330.973,96.0,92.0,83.0,84.0,94.0,97.0
16404,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-01-01,ARIANA,ARIANA,78240.254,1326.106,0.0,0.0,0.0,0.0,0.0,59.0
4170,SKHIRA,GASOIL 50,ARIANA,2018-02-01,ARIANA,ARIANA,31826.544,1326.106,59.0,0.0,0.0,0.0,0.0,24.0
11032,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-02-01,ARIANA,ARIANA,41109.286,1326.106,24.0,59.0,0.0,0.0,0.0,31.0
11106,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-03-01,ARIANA,ARIANA,11934.954,1326.106,31.0,24.0,59.0,0.0,0.0,9.0
1817,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-07-01,ARIANA,ARIANA,14367.26,1436.726,9.0,31.0,24.0,59.0,0.0,10.0
6005,SKHIRA,GASOIL 50,ARIANA,2018-08-01,ARIANA,ARIANA,5746.904,1436.726,10.0,9.0,31.0,24.0,59.0,4.0
12810,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-08-01,ARIANA,ARIANA,54595.588,1436.726,4.0,10.0,9.0,31.0,24.0,38.0
16896,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-09-01,ARIANA,ARIANA,72735.842,1484.4049387755103,38.0,4.0,10.0,9.0,31.0,49.0
19723,SKHIRA,GASOIL 50,ARIANA,2018-10-01,ARIANA,ARIANA,16388.053,1489.823,49.0,38.0,4.0,10.0,9.0,11.0
12962,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-10-01,ARIANA,ARIANA,70021.681,1489.8229999999999,11.0,49.0,38.0,4.0,10.0,47.0
17889,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-11-01,ARIANA,ARIANA,77470.796,1489.823,47.0,11.0,49.0,38.0,4.0,52.0
19796,SKHIRA,GASOIL 50,ARIANA,2018-12-01,ARIANA,ARIANA,8938.938,1489.823,52.0,47.0,11.0,49.0,38.0,6.0
3016,BIZERTE CARBURANT,GASOIL 50,ARIANA,2018-12-01,ARIANA,ARIANA,84892.83,1489.3478947368421,6.0,52.0,47.0,11.0,49.0,57.0
7210,BIZERTE CARBURANT,GASOIL 50,ARIANA,2019-01-01,ARIANA,ARIANA,80364.42,1488.23,57.0,6.0,52.0,47.0,11.0,54.0
13119,SKHIRA,GASOIL 50,ARIANA,2019-01-01,ARIANA,ARIANA,14882.3,1488.23,54.0,57.0,6.0,52.0,47.0,10.0
11782,BIZERTE CARBURANT,GASOIL 50,ARIANA,2019-02-01,ARIANA,ARIANA,83340.88,1488.23,10.0,54.0,57.0,6.0,52.0,56.0
6405,GOULETTE,GASOIL 50,ARIANA,2019-04-01,ARIANA,ARIANA,94992.677,1557.2569999999998,56.0,10.0,54.0,57.0,6.0,61.0
16079,GOULETTE,GASOIL 50,ARIANA,2019-05-01,ARIANA,ARIANA,94992.677,1557.2569999999998,61.0,56.0,10.0,54.0,57.0,61.0
16150,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-03-01,ARIANA,ARIANA,8929.38,1488.2299999999998,0.0,0.0,0.0,0.0,0.0,6.0
11985,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,ARIANA,2019-03-01,ARIANA,ARIANA,84829.11,1488.23,6.0,0.0,0.0,0.0,0.0,57.0
7927,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,ARIANA,2019-04-01,ARIANA,ARIANA,4671.771,1557.2569999999998,57.0,6.0,0.0,0.0,0.0,3.0
16135,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-05-01,ARIANA,ARIANA,9343.542,1557.2569999999998,3.0,57.0,6.0,0.0,0.0,6.0
16004,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-06-01,ARIANA,ARIANA,90320.906,1557.257,6.0,3.0,57.0,6.0,0.0,58.0
1177,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-07-01,ARIANA,ARIANA,96487.97,1556.2575806451614,58.0,6.0,3.0,57.0,6.0,62.0
16223,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-08-01,ARIANA,ARIANA,102632.904,1555.0439999999999,62.0,58.0,6.0,3.0,57.0,66.0
16103,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-09-01,ARIANA,ARIANA,87082.464,1555.044,66.0,62.0,58.0,6.0,3.0,56.0
15977,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-10-01,ARIANA,ARIANA,99522.816,1555.044,56.0,66.0,62.0,58.0,6.0,64.0
6792,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-11-01,ARIANA,ARIANA,71532.024,1555.044,64.0,56.0,66.0,62.0,58.0,46.0
18972,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,ARIANA,2019-11-01,ARIANA,ARIANA,35766.012,1555.044,46.0,64.0,56.0,66.0,62.0,23.0
18984,GOULETTE,GAZOIL SANS SOUFRE,ARIANA,2019-12-01,ARIANA,ARIANA,115073.256,1555.0439999999999,23.0,46.0,64.0,56.0,66.0,74.0
19091,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2018-01-01,ARIANA,ARIANA,24672.848,1451.344,0.0,0.0,0.0,0.0,0.0,17.0
17728,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-01-01,ARIANA,ARIANA,384606.16,1451.3439999999998,17.0,0.0,0.0,0.0,0.0,265.0
13691,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-02-01,ARIANA,ARIANA,404924.976,1451.344,265.0,17.0,0.0,0.0,0.0,279.0
1503,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-03-01,ARIANA,ARIANA,84177.952,1451.344,279.0,265.0,17.0,0.0,0.0,58.0
15466,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-07-01,ARIANA,ARIANA,17120.246,1556.386,58.0,279.0,265.0,17.0,0.0,11.0
8725,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-08-01,ARIANA,ARIANA,203886.566,1556.386,11.0,58.0,279.0,265.0,17.0,131.0
15544,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2018-08-01,ARIANA,ARIANA,38909.65,1556.386,131.0,11.0,58.0,279.0,265.0,25.0
18209,SKHIRA,SSP SUPER SANS PLOMB,ARIANA,2018-08-01,ARIANA,ARIANA,31127.72,1556.386,25.0,131.0,11.0,58.0,279.0,20.0
20933,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-09-01,ARIANA,ARIANA,374883.576,1602.0665641025641,20.0,25.0,131.0,11.0,58.0,234.0
2021,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2018-10-01,ARIANA,ARIANA,56238.245,1606.807,234.0,20.0,25.0,131.0,11.0,35.0
633,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-10-01,ARIANA,ARIANA,331002.242,1606.8070000000002,35.0,234.0,20.0,25.0,131.0,206.0
4493,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-11-01,ARIANA,ARIANA,367958.803,1606.807,206.0,35.0,234.0,20.0,25.0,229.0
2074,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2018-11-01,ARIANA,ARIANA,24102.105,1606.807,229.0,206.0,35.0,234.0,20.0,15.0
17127,SKHIRA,SSP SUPER SANS PLOMB,ARIANA,2018-12-01,ARIANA,ARIANA,64272.28,1606.807,15.0,229.0,206.0,35.0,234.0,40.0
335,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2018-12-01,ARIANA,ARIANA,8034.035,1606.807,40.0,15.0,229.0,206.0,35.0,5.0
4353,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2018-12-01,ARIANA,ARIANA,399979.955,1606.345200803213,5.0,40.0,15.0,229.0,206.0,249.0
20799,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-01-01,ARIANA,ARIANA,321058.8,1605.2939999999999,249.0,5.0,40.0,15.0,229.0,200.0
3534,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2019-01-01,ARIANA,ARIANA,8026.47,1605.294,200.0,249.0,5.0,40.0,15.0,5.0
19820,SKHIRA,SSP SUPER SANS PLOMB,ARIANA,2019-01-01,ARIANA,ARIANA,120397.05,1605.294,5.0,200.0,249.0,5.0,40.0,75.0
17188,SKHIRA,SSP SUPER SANS PLOMB,ARIANA,2019-02-01,ARIANA,ARIANA,61001.172,1605.2939999999999,75.0,5.0,200.0,249.0,5.0,38.0
9083,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-02-01,ARIANA,ARIANA,390086.442,1605.2939999999999,38.0,75.0,5.0,200.0,249.0,243.0
17374,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-03-01,ARIANA,ARIANA,269689.392,1605.2939999999999,243.0,38.0,75.0,5.0,200.0,168.0
21424,SKHIRA,SSP SUPER SANS PLOMB,ARIANA,2019-03-01,ARIANA,ARIANA,173371.752,1605.294,168.0,243.0,38.0,75.0,5.0,108.0
19870,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-04-01,ARIANA,ARIANA,529656.28,1670.8400000000001,108.0,168.0,243.0,38.0,75.0,317.0
4896,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-05-01,ARIANA,ARIANA,571427.28,1670.8400000000001,317.0,108.0,168.0,243.0,38.0,342.0
2226,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-06-01,ARIANA,ARIANA,422722.52,1670.8400000000001,342.0,317.0,108.0,168.0,243.0,253.0
1192,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-07-01,ARIANA,ARIANA,452535.015,1669.8709040590406,253.0,342.0,317.0,108.0,168.0,271.0
5147,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-08-01,ARIANA,ARIANA,390484.926,1668.7389999999998,271.0,253.0,342.0,317.0,108.0,234.0
16239,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2019-08-01,ARIANA,ARIANA,60074.604,1668.739,234.0,271.0,253.0,342.0,317.0,36.0
2345,SKHIRA,SSP SUPER SANS PLOMB,ARIANA,2019-09-01,ARIANA,ARIANA,73424.516,1668.739,36.0,234.0,271.0,253.0,342.0,44.0
2475,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-09-01,ARIANA,ARIANA,347097.712,1668.739,44.0,36.0,234.0,271.0,253.0,208.0
17565,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,2019-09-01,ARIANA,ARIANA,41718.475,1668.739,208.0,44.0,36.0,234.0,271.0,25.0
3697,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-10-01,ARIANA,ARIANA,508965.395,1668.739,25.0,208.0,44.0,36.0,234.0,305.0
1306,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-11-01,ARIANA,ARIANA,518977.829,1668.739,305.0,25.0,208.0,44.0,36.0,311.0
10868,GOULETTE,SSP SUPER SANS PLOMB,ARIANA,2019-12-01,ARIANA,ARIANA,510634.134,1668.739,311.0,305.0,25.0,208.0,44.0,306.0
20426,GOULETTE,GASOIL,AV DE CARTHAGE,2018-01-01,TUNIS,TUNIS VILLE,65874.571,1079.9109999999998,0.0,0.0,0.0,0.0,0.0,61.0
5531,GOULETTE,GASOIL,AV DE CARTHAGE,2018-02-01,TUNIS,TUNIS VILLE,34557.152,1079.911,61.0,0.0,0.0,0.0,0.0,32.0
16432,GOULETTE,GASOIL,AV DE CARTHAGE,2018-02-01,TUNIS,TUNIS VILLE,21598.22,1079.911,32.0,61.0,0.0,0.0,0.0,20.0
11094,GOULETTE,GASOIL,AV DE CARTHAGE,2018-03-01,TUNIS,TUNIS VILLE,68113.227,1079.9110078797582,20.0,32.0,61.0,0.0,0.0,63.073
15296,SKHIRA,GASOIL,AV DE CARTHAGE,2018-04-01,TUNIS,TUNIS VILLE,13489.908,1124.1589999999999,63.073,20.0,32.0,61.0,0.0,12.0
15177,GOULETTE,GASOIL,AV DE CARTHAGE,2018-04-01,TUNIS,TUNIS VILLE,46090.519,1124.159,12.0,63.073,20.0,32.0,61.0,41.0
3005,BIZERTE CARBURANT,GASOIL,AV DE CARTHAGE,2018-04-01,TUNIS,TUNIS VILLE,22483.18,1124.159,41.0,12.0,63.073,20.0,32.0,20.0
8533,GOULETTE,GASOIL,AV DE CARTHAGE,2018-05-01,TUNIS,TUNIS VILLE,61828.745,1124.159,20.0,41.0,12.0,63.073,20.0,55.0
13972,BIZERTE CARBURANT,GASOIL,AV DE CARTHAGE,2018-05-01,TUNIS,TUNIS VILLE,12365.749,1124.1589999999999,55.0,20.0,41.0,12.0,63.073,11.0
7670,BIZERTE CARBURANT,GASOIL,AV DE CARTHAGE,2018-06-01,TUNIS,TUNIS VILLE,13489.908,1124.1589999999999,11.0,55.0,20.0,41.0,12.0,12.0
2098,GOULETTE,GASOIL,AV DE CARTHAGE,2018-06-01,TUNIS,TUNIS VILLE,56871.67,1137.4334,12.0,11.0,55.0,20.0,41.0,50.0
11375,GOULETTE,GASOIL,AV DE CARTHAGE,2018-07-01,TUNIS,TUNIS VILLE,64288.674,1190.531,50.0,12.0,11.0,55.0,20.0,54.0
461,GOULETTE,GASOIL,AV DE CARTHAGE,2018-08-01,TUNIS,TUNIS VILLE,75003.453,1190.531,54.0,50.0,12.0,11.0,55.0,63.0
