CATPRD,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD)
CARBURANT,SKHIRA,GASOIL,435422,18-Oct,19,44,16339.739,13
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,563071,18-Oct,3,52,16068.07,10
CARBURANT,SKHIRA,GASOIL 50,154870,18-Oct,14,28,40225.221,27
CARBURANT,SKHIRA,GASOIL,153100,18-Oct,14,9,22624.254,18
CARBURANT,SKHIRA,GASOIL,208161,18-Oct,17,67,10015.224,8
CARBURANT,SKHIRA,GASOIL,202581,18-Oct,17,9,37647.09,30
CARBURANT,BIZERTE CARBURANT,GASOIL,218401,18-Oct,6,40,66615.859,53
CARBURANT,SKHIRA,GASOIL,155570,18-Oct,15,38,123176.494,98
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155000,18-Oct,9,5,101228.841,63
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,151600,18-Oct,17,45,25708.912,16
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154100,18-Oct,11,28,12854.456,8
CARBURANT,SKHIRA,GASOIL,222761,18-Oct,15,29,43991.605,35
CARBURANT,SKHIRA,GASOIL 50,154920,18-Oct,15,28,20857.522,14
CARBURANT,BIZERTE CARBURANT,GASOIL,214481,18-Oct,4,21,12524.03,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153410,18-Oct,14,27,52143.805,35
CARBURANT,SKHIRA,GASOIL,433492,18-Sep,11,15,3770.709,3
CARBURANT,GOULETTE,GASOIL,205541,18-Oct,14,1,75402.283,61
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155660,18-Oct,7,33,84919.911,57
CARBURANT,BIZERTE CARBURANT,GASOIL,206801,18-Oct,7,23,12549.03,10
CARBURANT,SKHIRA,GASOIL 50,152440,18-Oct,14,6,4469.469,3
CARBURANT,SKHIRA,GASOIL,435582,18-Oct,11,13,6284.515,5
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153410,18-Oct,14,27,186389.612,116
CARBURANT,GOULETTE,GASOIL,207491,18-Oct,8,57,12569.03,10
CARBURANT,BIZERTE CARBURANT,GASOIL,244620,18-Oct,8,22,31360.075,25
CARBURANT,BIZERTE CARBURANT,AGILIX PREMIUM ESSENCE,153560,18-Sep,16,35,10497.984,6
CARBURANT,ZARZIS,GASOIL,153430,18-Oct,23,56,30165.672,24
CARBURANT,SKHIRA,GASOIL,241310,18-Oct,14,25,6284.515,5
CARBURANT,SKHIRA,GASOIL,226411,18-Oct,17,67,31397.575,25
CARBURANT,BIZERTE CARBURANT,GASOIL,205561,18-Oct,6,1,5024.612,4
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,229921,18-Oct,3,36,15428.568,12
CARBURANT,BIZERTE CARBURANT,GASOIL,201741,18-Oct,6,15,77307.986,62
CARBURANT,SKHIRA,GASOIL 50,153630,18-Oct,12,28,16388.053,11
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,209721,18-Oct,17,67,15428.568,12
CARBURANT,GOULETTE,GASOIL,155670,18-Oct,7,33,76671.083,61
CARBURANT,BIZERTE CARBURANT,GASOIL,155270,18-Oct,3,16,25138.06,20
CARBURANT,SKHIRA,GASOIL,205761,18-Oct,17,25,10055.224,8
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,154000,18-Sep,4,35,9640.842,6
CARBURANT,GOULETTE,GASOIL,241440,18-Oct,4,21,18778.545,15
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,563741,18-Sep,1,41,9640.842,6
CARBURANT,SKHIRA,GASOIL,563741,18-Oct,21,40,3770.709,3
CARBURANT,BIZERTE CARBURANT,GASOIL 50,218401,18-Oct,6,40,16388.053,11
CARBURANT,GOULETTE,GASOIL,154430,18-Oct,8,33,30165.672,24
CARBURANT,SKHIRA,GASOIL 50,434472,18-Oct,17,75,11918.584,8
CARBURANT,BIZERTE CARBURANT,GASOIL,155240,18-Nov,7,7,105579.852,84
CARBURANT,BIZERTE CARBURANT,GASOIL,218551,18-Oct,6,5,12569.03,10
CARBURANT,GOULETTE,GASOIL,244430,18-Nov,20,31,12519.03,10
CARBURANT,SKHIRA,GASOIL 50,155210,18-Oct,8,22,28306.637,19
CARBURANT,GOULETTE,GASOIL,154000,18-Nov,4,35,125690.3,100
CARBURANT,SKHIRA,GASOIL,154900,18-Oct,7,32,15082.836,12
CARBURANT,SKHIRA,GASOIL,154110,18-Oct,4,2,23881.157,19
CARBURANT,GOULETTE,GASOIL,154870,18-Nov,14,28,177223.323,141
CARBURANT,GOULETTE,GASOIL,151620,18-Nov,12,20,25138.06,20
CARBURANT,SKHIRA,GASOIL,563741,18-Oct,23,62,54046.829,43
CARBURANT,GOULETTE,GASOIL,151600,18-Oct,17,45,8798.321,7
CARBURANT,GOULETTE,GASOIL,206711,18-Nov,1,13,539211.387,429
CARBURANT,SKHIRA,GASOIL,431521,18-Oct,19,44,10055.224,8
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155310,18-Nov,12,15,86767.578,54
CARBURANT,BIZERTE CARBURANT,GASOIL,566001,18-Oct,6,74,3770.709,3
CARBURANT,GOULETTE,GASOIL,210041,18-Oct,22,99,12399.03,10
CARBURANT,SKHIRA,GASOIL 50,152590,18-Oct,5,37,17877.876,12
CARBURANT,BIZERTE CARBURANT,GASOIL,206211,18-Oct,5,12,7541.418,6
CARBURANT,GOULETTE,GASOIL,215641,18-Oct,4,22,5027.612,4
CARBURANT,SKHIRA,GASOIL,152500,18-Nov,22,1,111864.367,89
CARBURANT,BIZERTE CARBURANT,FOL,211791,18-Oct,20,15,31254.288,49.64
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154380,18-Nov,7,33,91587.999,57
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155330,18-Oct,1,90,33742.947,21
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,563741,18-Sep,20,15,17674.877,11
CARBURANT,GOULETTE,GASOIL,229681,18-Oct,14,19,77816.386,62
CARBURANT,BIZERTE CARBURANT,GASOIL,566001,18-Sep,14,28,2513.806,2
CARBURANT,SKHIRA,GASOIL 50,154770,18-Oct,7,19,4469.469,3
CARBURANT,BIZERTE CARBURANT,GASOIL 50,150810,18-Nov,13,25,10428.761,7
CARBURANT,SKHIRA,GASOIL,214481,18-Aug,4,36,7116.186,6
CARBURANT,SKHIRA,GASOIL,153430,18-Nov,23,56,77927.986,62
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153790,18-Oct,11,53,19281.684,12
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154010,18-Nov,14,21,78733.543,49
CARBURANT,BIZERTE CARBURANT,GASOIL,206891,18-Oct,15,31,20110.448,16
CARBURANT,BIZERTE CARBURANT,FOL,201361,18-Nov,7,23,12353.125,19.62
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153210,18-Oct,16,44,8034.035,5
CARBURANT,GOULETTE,GASOIL,153420,18-Oct,11,50,17596.642,14
CARBURANT,GOULETTE,GASOIL,211041,18-Oct,4,30,12544.03,10
CARBURANT,GOULETTE,GASOIL,155650,18-Oct,16,35,22624.254,18
CARBURANT,BIZERTE CARBURANT,FOL,201281,18-Oct,15,37,15375.296,24.42
CARBURANT,SKHIRA,GASOIL 50,151600,18-Nov,17,45,16388.053,11
CARBURANT,SKHIRA,GASOIL 50,437932,18-Oct,19,44,25326.991,17
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,150460,18-Nov,23,37,35349.754,22
CARBURANT,SKHIRA,GASOIL 50,151620,18-Nov,12,20,25326.991,17
CARBURANT,ZARZIS,GASOIL,211741,19-Feb,23,36,52345.02,42
CARBURANT,SKHIRA,FOL,208531,18-Nov,22,14,81107.52,128.82
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154580,18-Nov,22,25,20888.491,13
CARBURANT,SKHIRA,GASOIL,154190,18-Nov,16,1,135745.524,108
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154430,18-Nov,8,33,20857.522,14
CARBURANT,GOULETTE,GASOIL,202091,18-Oct,4,70,70330.568,56
CARBURANT,GOULETTE,GASOIL,229391,18-Sep,14,28,12569.03,10
CARBURANT,SKHIRA,GASOIL 50,241390,18-Sep,15,28,7449.115,5
CARBURANT,SKHIRA,GASOIL 50,153690,18-Oct,5,13,14898.23,10
CARBURANT,GOULETTE,GASOIL,561372,18-Nov,11,6,6284.515,5
CARBURANT,ZARZIS,GASOIL,203451,18-Sep,22,98,40220.896,32
CARBURANT,SKHIRA,GASOIL,244430,18-Sep,13,48,10015.224,8
CARBURANT,GOULETTE,GASOIL,207511,18-Nov,14,1,25138.06,20
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155320,18-Nov,22,1,35349.754,22
CARBURANT,SKHIRA,GASOIL 50,153190,18-Nov,16,13,2979.646,2
CARBURANT,SKHIRA,GASOIL,435462,18-Nov,17,67,6284.515,5
CARBURANT,BIZERTE CARBURANT,FOL,226381,18-Oct,22,14,20135.216,31.98
CARBURANT,SKHIRA,GASOIL 50,152400,18-Nov,13,29,7449.115,5
CARBURANT,SKHIRA,GASOIL,209141,18-Nov,21,1,345932.937,279
CARBURANT,BIZERTE CARBURANT,GASOIL,206081,18-Sep,1,41,12561.89,10
CARBURANT,BIZERTE CARBURANT,GASOIL,229991,18-Sep,12,1,18853.545,15
CARBURANT,BIZERTE CARBURANT,FOL,202341,18-Nov,17,67,15476.035,24.58
CARBURANT,GOULETTE,GASOIL,214741,18-Oct,4,2,7541.418,6
CARBURANT,GOULETTE,AGILIX PREMIUM ESSENCE,151140,18-Nov,1,75,10497.984,6
CARBURANT,GOULETTE,GASOIL,154820,18-Nov,15,98,109350.561,87
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154630,18-Nov,19,46,20888.491,13
CARBURANT,SKHIRA,GASOIL,207551,18-Nov,17,18,12544.03,10
CARBURANT,SKHIRA,GASOIL 50,153340,18-Nov,16,15,44694.69,30
CARBURANT,GOULETTE,GASOIL,205401,18-Nov,1,43,8798.321,7
CARBURANT,SKHIRA,GASOIL,210511,18-Nov,21,2,21367.351,17
CARBURANT,GOULETTE,GASOIL,153020,18-Oct,15,8,22624.254,18
CARBURANT,SKHIRA,GASOIL,154470,18-Nov,18,34,75414.18,60
CARBURANT,GOULETTE,GASOIL,560891,18-Oct,3,52,12569.03,10
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,153240,18-Nov,4,21,19281.684,12
CARBURANT,GOULETTE,GASOIL,210621,18-Oct,3,54,6284.515,5
CARBURANT,SKHIRA,GASOIL,219041,18-Nov,18,22,11312.127,9
CARBURANT,GOULETTE,GASOIL,221761,18-Oct,10,14,39836.896,32
CARBURANT,SKHIRA,GASOIL,152590,18-Oct,5,37,55303.732,44
CARBURANT,SKHIRA,GASOIL,244430,18-Oct,22,14,31297.575,25
CARBURANT,SKHIRA,GASOIL,153290,18-Nov,16,51,81698.695,65
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153480,18-Nov,18,22,12854.456,8
CARBURANT,SKHIRA,GASOIL,211091,18-Nov,23,37,25098.06,20
CARBURANT,GOULETTE,GASOIL,244620,18-Nov,2,61,105369.852,84
CARBURANT,BIZERTE CARBURANT,GASOIL,242320,18-Nov,2,10,3770.709,3
CARBURANT,SKHIRA,GASOIL 50,154380,18-Oct,7,33,11918.584,8
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155360,18-Oct,16,38,4820.421,3
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152440,18-Nov,14,6,40170.175,25
CARBURANT,GOULETTE,GASOIL,154970,18-Nov,9,8,120662.688,96
CARBURANT,GOULETTE,GASOIL,563741,18-Oct,3,40,25138.06,20
CARBURANT,GOULETTE,GASOIL,154770,18-Nov,7,19,158369.778,126
CARBURANT,GOULETTE,GASOIL,241390,18-Nov,15,28,75084.18,60
CARBURANT,GOULETTE,GASOIL,437702,18-Nov,14,28,13825.933,11
CARBURANT,BIZERTE CARBURANT,GASOIL,206901,18-Nov,4,10,38963.993,31
CARBURANT,SKHIRA,GASOIL,155630,18-Nov,14,28,6284.515,5
CARBURANT,BIZERTE CARBURANT,GASOIL,153780,18-Nov,5,25,13803.933,11
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,202871,18-Nov,3,54,78812.85,62
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153170,18-Nov,22,3,16068.07,10
CARBURANT,BIZERTE CARBURANT,GASOIL,225751,18-Oct,6,15,7541.418,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,213741,18-Nov,1,63,18927.012,12
CARBURANT,SKHIRA,GASOIL,201861,18-Sep,17,67,8784.321,7
CARBURANT,BIZERTE CARBURANT,GASOIL,154000,18-Dec,4,35,11312.127,9
CARBURANT,BIZERTE CARBURANT,FOL,201781,18-Nov,3,99,14997.525,23.82
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,563741,18-Nov,1,41,12854.456,8
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155160,18-Nov,22,14,3213.614,2
CARBURANT,GOULETTE,GASOIL,431371,18-Nov,22,3,38963.993,31
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,220771,18-Nov,1,40,3213.614,2
CARBURANT,GOULETTE,GASOIL,206211,18-Nov,5,12,21367.351,17
CARBURANT,GOULETTE,GASOIL,670251,18-Nov,10,31,10055.224,8
CARBURANT,SKHIRA,GASOIL 50,153110,18-Nov,22,96,14898.23,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,207741,18-Nov,1,20,32776.106,22
CARBURANT,SKHIRA,GASOIL 50,673152,18-Oct,2,10,7449.115,5
CARBURANT,SKHIRA,GASOIL,200691,18-Sep,12,15,11312.127,9
CARBURANT,BIZERTE CARBURANT,GASOIL,154770,18-Dec,7,19,16339.739,13
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155560,18-Nov,15,19,3213.614,2
CARBURANT,BIZERTE CARBURANT,GASOIL,155130,18-Nov,1,65,36450.187,29
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,563071,18-Nov,1,75,48204.21,30
CARBURANT,GOULETTE,GASOIL,208291,18-Oct,3,52,40220.896,32
CARBURANT,GOULETTE,GASOIL,226361,18-Jun,3,97,8993.272,8
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155460,18-Jun,19,45,18109.407,12
CARBURANT,SKHIRA,GASOIL,563741,18-Jun,21,72,13489.908,12
CARBURANT,GOULETTE,GASOIL,205801,18-Jun,9,8,11206.59,10
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154820,18-Jun,15,28,4480.083,3
CARBURANT,SKHIRA,GASOIL,431311,18-Nov,21,1,12569.03,10
CARBURANT,SKHIRA,GASOIL,202131,18-Jun,17,67,178502.781,159
CARBURANT,GOULETTE,GASOIL,212851,18-Nov,3,54,8780.821,7
CARBURANT,SKHIRA,GASOIL 50,563081,18-Dec,3,38,7449.115,5
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,151110,18-Oct,1,13,9640.842,6
CARBURANT,BIZERTE CARBURANT,GASOIL,203121,18-Nov,6,1,11312.127,9
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,154990,18-Nov,24,17,16068.07,10
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155720,18-Nov,3,97,27315.719,17
CARBURANT,BIZERTE CARBURANT,GASOIL 50,211312,18-Jun,4,40,4069.062,3
CARBURANT,SKHIRA,GASOIL,155130,18-Jun,1,65,7869.113,7
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155760,18-Jun,3,97,247897.926,166
CARBURANT,SKHIRA,GASOIL,244750,18-Jun,14,29,6744.954,6
CARBURANT,GOULETTE,GASOIL,152970,18-Jun,10,48,6744.954,6
CARBURANT,SKHIRA,GASOIL 50,153480,18-Jun,18,22,6984.514,5
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153110,18-Jun,22,96,28688.984,19
CARBURANT,SKHIRA,GASOIL,244430,18-Jun,22,14,11191.59,10
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155370,18-Jun,9,62,8960.166,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152580,18-Jun,9,50,25765.287,17
CARBURANT,GOULETTE,GASOIL,566001,18-Jun,9,22,2381.062,2
CARBURANT,SKHIRA,GASOIL,228541,18-Oct,22,8,21367.351,17
CARBURANT,GOULETTE,GASOIL,214481,18-Jun,4,35,52765.382,46
CARBURANT,GOULETTE,GASOIL,215391,18-Oct,17,61,7541.418,6
CARBURANT,SKHIRA,GASOIL 50,155750,18-Oct,1,50,7449.115,5
CARBURANT,BIZERTE CARBURANT,FOL,242450,18-Oct,10,42,15350.111,24.38
CARBURANT,BIZERTE CARBURANT,PETROLE,153470,18-Nov,10,24,2883.184,4
CARBURANT,SKHIRA,GASOIL,211571,18-Nov,17,67,13809.433,11
CARBURANT,BIZERTE CARBURANT,GASOIL,154990,18-Nov,24,17,41477.799,33
CARBURANT,GOULETTE,GASOIL,204011,18-Jun,24,12,11201.59,10
CARBURANT,SKHIRA,GASOIL 50,154250,18-Jun,14,28,6851.77,5
CARBURANT,SKHIRA,GASOIL,153890,18-Jun,17,1,30816.897,27
CARBURANT,SKHIRA,GASOIL,205881,18-Jun,4,44,10117.431,9
CARBURANT,BIZERTE CARBURANT,GASOIL,205541,18-Nov,14,1,7416.618,6
CARBURANT,BIZERTE CARBURANT,GASOIL,205561,18-Nov,6,1,5024.612,4
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154360,18-Jun,5,34,16426.971,11
CARBURANT,GOULETTE,GASOIL,155570,18-Jun,15,38,18650.264,16
CARBURANT,SKHIRA,GASOIL,207511,18-Jun,14,1,22483.18,20
CARBURANT,GOULETTE,GASOIL,155640,18-Jun,15,16,25855.657,23
CARBURANT,BIZERTE CARBURANT,GASOIL 50,150750,18-Jun,12,1,20555.31,15
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153690,18-Jun,5,13,42879.206,31
CARBURANT,SKHIRA,FOL,228731,18-Jun,21,1,12806.488,24.06
CARBURANT,SKHIRA,GASOIL 50,153690,18-Jun,5,13,4111.062,3
CARBURANT,BIZERTE CARBURANT,GASOIL,563741,18-Jun,6,3,13489.908,12
CARBURANT,BIZERTE CARBURANT,GASOIL,153260,18-Jun,14,27,11241.59,10
CARBURANT,GOULETTE,GASOIL,208441,18-Jun,4,68,11573.45,10
CARBURANT,SKHIRA,GASOIL 50,563081,18-Jun,23,80,12333.186,9
CARBURANT,SKHIRA,GASOIL,563741,18-Jun,18,36,11241.59,10
CARBURANT,SKHIRA,GASOIL,154990,18-Jun,24,17,16862.385,15
CARBURANT,BIZERTE CARBURANT,FOL,214601,18-Jun,16,2,22768.388,41.06
CARBURANT,ZARZIS,GASOIL,563741,18-Jun,23,37,34848.929,31
CARBURANT,GOULETTE,GASOIL,568142,18-Oct,2,42,8798.321,7
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155670,18-Jun,7,33,15803.986,11
CARBURANT,GOULETTE,GASOIL,224851,18-Jun,14,8,6744.954,6
CARBURANT,SKHIRA,GASOIL 50,563741,18-Jun,21,1,34258.85,25
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563741,18-Nov,4,10,14898.23,10
CARBURANT,BIZERTE CARBURANT,B.T.S,209381,18-Nov,21,1,422281,269.4
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,154380,18-Jun,7,33,8960.166,6
CARBURANT,BIZERTE CARBURANT,GASOIL,155500,18-Jun,2,93,13489.908,12
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,206621,18-Jun,17,67,3705.882,3
CARBURANT,SKHIRA,GASOIL,244330,18-Jun,17,93,8326.717,7
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563741,18-Jun,9,5,20555.31,15
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154160,18-Dec,3,22,41697.521,28
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,209431,18-Dec,14,28,12857.14,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,204101,18-Jun,14,27,4669.158,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,435462,18-Jun,17,67,4669.158,3
CARBURANT,SKHIRA,FOL,219041,18-Dec,16,1,11043.517,17.54
CARBURANT,SKHIRA,GASOIL,563741,18-Jun,15,5,26191.682,22
CARBURANT,ZARZIS,GASOIL,563741,18-Jun,22,25,19048.496,16
CARBURANT,SKHIRA,GASOIL,210041,18-Jun,22,25,15500.226,14
CARBURANT,ZARZIS,GASOIL,203321,18-Jun,22,16,11573.45,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,437692,18-Jun,15,1,14933.61,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,673612,18-Jun,6,1,25861.068,18
CARBURANT,BIZERTE CARBURANT,FOL,221961,18-Jun,6,3,883.573,1.66
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,437912,18-Jun,22,22,14007.474,9
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155370,18-Jun,9,62,10453.527,7
CARBURANT,GOULETTE,GASOIL,560102,18-Dec,2,53,3770.709,3
CARBURANT,SKHIRA,GASOIL,204011,18-Dec,19,44,11276.127,9
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153860,18-Nov,11,21,3213.614,2
CARBURANT,SKHIRA,GASOIL 50,437892,18-Dec,21,75,23827.61,16
CARBURANT,BIZERTE CARBURANT,GASOIL,563741,18-Nov,6,3,15082.836,12
CARBURANT,SKHIRA,GASOIL,215161,18-Jun,23,93,33664.77,30
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563741,18-Nov,6,2,46184.513,31
CARBURANT,BIZERTE CARBURANT,PETROLE,153540,18-Jun,4,5,2162.388,3
CARBURANT,BIZERTE CARBURANT,GASOIL,201831,18-Jun,1,92,34848.929,31
CARBURANT,SKHIRA,GASOIL,201371,18-Dec,21,47,32650.804,26
CARBURANT,SKHIRA,GASOIL,210221,18-Dec,17,67,5027.612,4
CARBURANT,BIZERTE CARBURANT,GASOIL,216971,19-Jan,6,18,25106.2,20
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,155090,18-Nov,13,12,6427.228,4
CARBURANT,SKHIRA,GASOIL,566001,18-Nov,19,44,2513.806,2
CARBURANT,SKHIRA,GASOIL 50,153430,18-Dec,23,56,13402.035,9
CARBURANT,ZARZIS,GASOIL,563741,18-Dec,22,98,5027.612,4
CARBURANT,BIZERTE CARBURANT,GASOIL,670782,18-Dec,6,40,2513.806,2
CARBURANT,SKHIRA,GASOIL 50,155900,18-Dec,17,67,33815.711,22
CARBURANT,SKHIRA,GASOIL 50,563741,18-Dec,12,28,28306.637,19
CARBURANT,SKHIRA,GASOIL,155370,18-Dec,9,62,21367.351,17
CARBURANT,SKHIRA,GASOIL 50,155370,18-Dec,9,62,7449.115,5
CARBURANT,SKHIRA,FOL,209991,18-Dec,4,36,6195.451,9.84
CARBURANT,SKHIRA,GASOIL,227551,18-Dec,15,19,40220.896,32
CARBURANT,GOULETTE,PETROLE,153880,19-Jan,21,1,2876.812,4
CARBURANT,GOULETTE,GASOIL,204371,18-Dec,3,15,31257.75,25
CARBURANT,ZARZIS,GASOIL,210041,18-Dec,23,34,14878.836,12
CARBURANT,ZARZIS,GASOIL 50,563741,18-Dec,23,62,7449.115,5
CARBURANT,BIZERTE CARBURANT,GASOIL,563741,18-Dec,6,15,26394.963,21
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154010,18-Dec,14,21,10417.61,7
CARBURANT,BIZERTE CARBURANT,B.T.S,209381,18-Dec,21,2,-15221.98,0
CARBURANT,GOULETTE,PETROLE,154240,18-Dec,16,25,5034.421,7
CARBURANT,SKHIRA,GASOIL,200911,18-Dec,17,55,12553.1,10
CARBURANT,SKHIRA,GASOIL,205101,18-Dec,17,67,12536.065,10
CARBURANT,BIZERTE CARBURANT,GASOIL,207741,18-Dec,8,1,3765.93,3
CARBURANT,ZARZIS,GASOIL,206881,18-Dec,22,61,7531.86,6
CARBURANT,SKHIRA,GASOIL 50,563741,18-Dec,22,25,53585.838,36
CARBURANT,BIZERTE CARBURANT,GASOIL,204831,18-Dec,6,1,77568.603,62
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,201761,18-Dec,17,67,20571.424,16
CARBURANT,BIZERTE CARBURANT,GASOIL,155740,18-Dec,3,52,17596.642,14
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,154910,18-Dec,3,15,3213.614,2
CARBURANT,BIZERTE CARBURANT,FOL,242760,19-Jan,4,2,15211.595,24.16
CARBURANT,SKHIRA,FOL,229431,19-Jan,14,25,27489.165,43.66
CARBURANT,GOULETTE,GASOIL,206921,19-Jan,15,1,81595.15,65
CARBURANT,SKHIRA,GASOIL,225861,19-Jan,13,21,52471.02,42
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153340,19-Jan,16,15,11237.058,7
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154730,19-Apr,14,14,262321.88,157
CARBURANT,ZARZIS,GASOIL 50,155320,19-Feb,22,1,55064.51,37
CARBURANT,GOULETTE,GASOIL,208441,19-Jan,4,68,6276.55,5
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154040,19-Jan,17,5,6421.176,4
CARBURANT,SKHIRA,FOL,209991,19-Jan,4,36,6119.897,9.72
CARBURANT,GERANT POIT DE VENTE,GASOIL,565412,18-Dec,1,43,1256.903,1
CARBURANT,BIZERTE CARBURANT,FOL,214931,18-Dec,14,28,15312.334,24.32
CARBURANT,GOULETTE,GASOIL,244620,19-Apr,8,22,66534.3,50
CARBURANT,SKHIRA,GASOIL,563741,18-Dec,23,37,21340.27,17
CARBURANT,GOULETTE,AGILIX PREMIUM ESSENCE,151770,18-Dec,14,28,5248.992,3
CARBURANT,SKHIRA,FOL,242730,18-Dec,22,14,15199.003,24.14
CARBURANT,GOULETTE,PETROLE,154730,19-Jan,14,14,5034.421,7
CARBURANT,GOULETTE,GASOIL,152740,19-Jan,14,59,25106.2,20
CARBURANT,BIZERTE CARBURANT,GASOIL 50,207721,18-Dec,1,13,14882.3,10
CARBURANT,GOULETTE,GASOIL,218751,19-Jan,4,10,52723.02,42
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,154760,19-Jun,4,24,34259.654,22
CARBURANT,SKHIRA,GASOIL,211901,19-Jan,13,25,51057.71,41
CARBURANT,BIZERTE CARBURANT,GASOIL 50,211551,19-Jan,6,1,115691.082,78
CARBURANT,SKHIRA,GASOIL,247080,19-Jan,23,37,27616.82,22
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155300,19-Feb,7,23,47623.36,32
CARBURANT,SKHIRA,GASOIL,214371,19-Feb,13,25,25106.2,20
CARBURANT,GOULETTE,GASOIL,207311,19-Apr,4,53,13331.86,10
CARBURANT,GOULETTE,GASOIL,152970,19-Jan,10,48,5021.24,4
CARBURANT,BIZERTE CARBURANT,GASOIL,204853,19-Jan,1,42,241019.52,192
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154360,19-Jan,5,34,17658.234,11
CARBURANT,GOULETTE,AGILIX PREMIUM ESSENCE,152930,18-Dec,1,40,5248.992,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155200,19-Jan,11,27,24079.41,15
CARBURANT,SKHIRA,GASOIL,436692,19-Jan,21,49,3765.93,3
CARBURANT,SKHIRA,GASOIL,224851,19-Jan,14,8,5021.24,4
