NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
GOULETTE,GASOIL,METLAOUI,18-Oct,GAFSA,METLAOUI,26394.963,21.0,1256.903
GOULETTE,SSP SUPER SANS PLOMB,KERKENNAH,18-Oct,SFAX,KERKENAH,22495.298,14.0,1606.807
BIZERTE CARBURANT,GASOIL,KALAA EL KEBIRA,18-Nov,SOUSSE,KALAA KBIRA,2513.806,2.0,1256.903
GOULETTE,SSP SUPER SANS PLOMB,MAKTHAR,18-Nov,SILIANA,MAKTHAR,12854.456,8.0,1606.807
ZARZIS,GASOIL 50,JORF JERBA,18-Nov,MEDENINE,JORF,31286.283,21.0,1489.823
SKHIRA,GASOIL,OUESLATIA,18-Dec,KAIROUAN,OUESLATIA,12569.03,10.0,1256.903
BIZERTE CARBURANT,GASOIL,Rte de RAOUED,18-Jun,ARIANA,ARIANA,7869.113,7.0,1124.159
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KSAR HELAL,18-Nov,MONASTIR,KSAR HELLAL,8034.035,5.0,1606.807
SKHIRA,SSP SUPER SANS PLOMB,ESSAIDA,18-Nov,SIDI BOUZID,ESSAIDA,4820.421,3.0,1606.807
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SOUSSE REPUB,18-Nov,SOUSSE,SOUSSE,12854.456,8.0,1606.807
BIZERTE CARBURANT,GASOIL 50,GRIAAT N. PK29,18-Jun,BEJA,MEDJEZ EL BAB,56184.514,41.0,1370.354
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,EL AOUINA,18-Nov,TUNIS,EL AOUINA,59451.859,37.0,1606.807
BIZERTE CARBURANT,GASOIL,SOUSSE REPUB,18-Nov,SOUSSE,SOUSSE,7541.418,6.0,1256.903
GOULETTE,GASOIL,EL ALA,18-Dec,KAIROUAN,EL ALA,167083.67,133.0,1256.268195488722
SKHIRA,SSP SUPER SANS PLOMB,M.BOUZAIENE,18-Jun,SIDI BOUZID,MENZEL BOUZAIENE,25387.137,17.0,1493.361
SKHIRA,SSP SUPER SANS PLOMB,GROMBALIA,18-Jun,NABEUL,GROMBALIA,40320.747,27.0,1493.361
SKHIRA,GASOIL,GOULETTE,18-Jun,TUNIS,LA GOULETTE,6744.954,6.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,C.O. ASKAR,18-Jun,SIDI BOUZID,CABELET OUELED ASKER,16426.971,11.0,1493.361
GOULETTE,SSP SUPER SANS PLOMB,S. LAHED .S,18-Jun,SOUSSE,SOUSSE,32853.942,22.0,1493.361
GOULETTE,SSP SUPER SANS PLOMB,GRIAAT S. PK29,18-Jun,BEJA,MEDJEZ EL BAB,112002.075,75.0,1493.361
BIZERTE CARBURANT,GASOIL,ROUHIA,18-Nov,SILIANA,ROUHIA,5027.612,4.0,1256.903
BIZERTE CARBURANT,GASOIL 50,AMDOUN,18-Jun,BEJA,AMDOUN,11228.32,8.0,1403.54
BIZERTE CARBURANT,GASOIL,SAHLOUL,18-Nov,SOUSSE,SOUSSE,13825.933,11.0,1256.903
BIZERTE CARBURANT,GASOIL 50,GAMMARTH,18-Jun,TUNIS,GAMMARTH,76739.824,56.0,1370.3539999999998
SKHIRA,SSP SUPER SANS PLOMB,M. EL HABIB,18-Jun,GABES,MENZEL EL HABIB,10453.527,7.0,1493.361
BIZERTE CARBURANT,GASOIL 50,HAMMAM SOUSSE,18-Jun,SOUSSE,HAMMAM SOUSSE,77735.404,56.0,1388.132214285714
GOULETTE,APS AGILIX PREMIUM ESS.,KAIROUAN,18-Nov,KAIROUAN,KAIROUAN,3499.328,2.0,1749.664
BIZERTE CARBURANT,GASOIL,JENDOUBA GP17,18-Nov,JENDOUBA,JENDOUBA,8798.321,7.0,1256.903
ZARZIS,GASOIL,BIR LAHMAR,18-Jun,TATAOUINE,BIR LAHMAR,33861.679,29.0,1167.6441034482757
ZARZIS,GASOIL 50,BIR LAHMAR,18-Jun,TATAOUINE,BIR LAHMAR,24026.11,17.0,1413.300588235294
BIZERTE CARBURANT,GASOIL,SORTIE SUD Z4,18-Jun,TUNIS,TUNIS VILLE,32600.611,29.0,1124.159
GOULETTE,SSP SUPER SANS PLOMB,KSAR HELAL,18-Jun,MONASTIR,KSAR HELLAL,15122.685,10.0,1512.2685
SKHIRA,GASOIL,AZMOUR,18-Jun,NABEUL,AZMOUR,11241.59,10.0,1124.159
BIZERTE CARBURANT,GASOIL,BALTA,18-Jun,JENDOUBA,BALTA,13489.908,12.0,1124.159
SKHIRA,GASOIL,KEBILI (ex-GPL),18-Jun,KEBILI,KEBILI,15738.226,14.0,1124.159
SKHIRA,GASOIL 50,JEMMAL,18-Jun,MONASTIR,JAMMEL,11228.32,8.0,1403.54
BIZERTE CARBURANT,GASOIL 50,AV MOHAMED 5,18-Jun,TUNIS,TUNIS VILLE,10057.082,7.0,1436.726
BIZERTE CARBURANT,GASOIL 50,SIDI EL HENI,18-Jun,SOUSSE,SIDI EL HENI,16842.48,12.0,1403.54
SKHIRA,GASOIL,BOUARGOUB,18-Jun,NABEUL,BOUARGOUB,64288.674,54.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,HERGLA,18-Jun,SOUSSE,HERGLA,24902.176,16.0,1556.386
BIZERTE CARBURANT,GASOIL 50,TOUZA,18-Oct,MONASTIR,MOKNINE,5959.292,4.0,1489.823
GOULETTE,APS AGILIX PREMIUM ESS.,S. KHELIFA pk72 ,18-Dec,SOUSSE,SIDI KHLIFA,5248.992,3.0,1749.664
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,MAAMOURA,18-Dec,NABEUL,MAAMOURA,8034.035,5.0,1606.807
ZARZIS,GASOIL,MOULARES,18-Dec,GAFSA,MOULARES,12569.03,10.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,C.B.Ammar,18-Dec,ARIANA,CEBALET B AMMAR,44990.596,28.0,1606.807
ZARZIS,GASOIL,M. EL HABIB,18-Dec,GABES,MENZEL EL HABIB,15082.836,12.0,1256.903
BIZERTE CARBURANT,GASOIL 50,GHAR EL MELH,18-Dec,BIZERTE,GHAR EL MELEH,5956.106,4.0,1489.0265
GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,18-Dec,BEJA,AMDOUN,16062.018,10.0,1606.2018
GOULETTE,SSP SUPER SANS PLOMB,KSOUR ESSEF 2,18-Nov,MAHDIA,KSOUR ESSAF,8034.035,5.0,1606.807
ZARZIS,SSP SUPER SANS PLOMB,EL HAMMA,18-Nov,GABES,EL HAMMA,3213.614,2.0,1606.807
ZARZIS,GASOIL 50,KSOUR ESSEF 2,18-Nov,MAHDIA,KSOUR ESSAF,2979.646,2.0,1489.823
ZARZIS,GASOIL 50,AGAREB,18-Nov,SFAX,AGAREB,8938.938,6.0,1489.823
BIZERTE CARBURANT,GASOIL,BEN GUERDANE,18-Nov,MEDENINE,BEN GUERDENE,7541.418,6.0,1256.903
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BEN GUERDANE,18-Nov,MEDENINE,BEN GUERDENE,3213.614,2.0,1606.807
BIZERTE CARBURANT,GASOIL,TOZEUR VILLE,18-Nov,TOZEUR,TOZEUR,6284.515,5.0,1256.903
GOULETTE,GASOIL,FOUSSANA,18-Dec,KASSERINE,FOUSSANA,18853.545,15.0,1256.9029999999998
SKHIRA,GASOIL 50,SORTIE SUD Z4,18-Dec,TUNIS,TUNIS VILLE,4469.469,3.0,1489.823
BIZERTE CARBURANT,GASOIL,KANTAOUI,18-Dec,SOUSSE,HAMMAM SOUSSE,12569.03,10.0,1256.903
GOULETTE,GASOIL,OULED CHAMEKH,18-Dec,MAHDIA,OULED CHAMEKH,40220.896,32.0,1256.903
ZARZIS,SSP SUPER SANS PLOMB,GABES GP1,18-Nov,GABES,GABES,4820.421,3.0,1606.807
GOULETTE,SSP SUPER SANS PLOMB,CITE EL MOEZ  SFAX,19-Jan,SFAX,SFAX,16052.94,10.0,1605.294
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SIDI BOUSAID,18-Dec,TUNIS,SIDI BOUSAID,17674.877,11.0,1606.807
SKHIRA,GASOIL 50,BORJ CEDRIA,18-Dec,BEN AROUS,BORJ CEDRIA,7449.115,5.0,1489.823
SKHIRA,SSP SUPER SANS PLOMB,KANTAOUI,19-Jan,SOUSSE,HAMMAM SOUSSE,52974.702,33.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,EL BATEN,18-Dec,KAIROUAN,EL BATEN,4820.421,3.0,1606.807
SKHIRA,SSP SUPER SANS PLOMB,GHANNOUCH,19-Jan,GABES,GHANNOUCHE,3210.588,2.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,DEN DEN ,19-Feb,MANOUBA,DENDEN,305005.86,190.0,1605.294
BIZERTE CARBURANT,GASOIL,MSAKEN,19-Jan,SOUSSE,M'SAKEN,5021.24,4.0,1255.31
GOULETTE,GASOIL,B.A.B KHELIFA,19-Jan,SFAX,BIR ALI BEN KHELIFA,35148.68,28.0,1255.31
GOULETTE,GASOIL,REJICHE,19-Jan,MAHDIA,REJICHE,6276.55,5.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,REJICHE,19-Jan,MAHDIA,REJICHE,8026.47,5.0,1605.294
GOULETTE,GASOIL,SMAR,19-Jan,TATAOUINE,SMAR,16319.03,13.0,1255.31
BIZERTE CARBURANT,GASOIL 50,SLOUGUIA,19-Jan,BEJA,SLOUGUIA,28276.37,19.0,1488.23
GOULETTE,GASOIL,MSAKEN,19-Apr,SOUSSE,M'SAKEN,493278.82,370.0,1333.186
ZARZIS,SSP SUPER SANS PLOMB,MEDNINE,19-Feb,MEDENINE,MEDENINE,72238.23,45.0,1605.294
BIZERTE CARBURANT,GASOIL 50,ZAGHOUAN,19-Jan,ZAGHOUAN,ZAGHOUAN,35717.52,24.0,1488.2299999999998
SKHIRA,GASOIL 50,EL MRAZKA,19-Jan,NABEUL,HAMMAMET,17858.76,12.0,1488.2299999999998
BIZERTE CARBURANT,GASOIL 50,SMAR,19-Jan,TATAOUINE,SMAR,2976.46,2.0,1488.23
GOULETTE,GASOIL,M. HACHED,19-Jan,MAHDIA,MENZEL HACHED,15063.72,12.0,1255.31
SKHIRA,GASOIL,KSAR SAID,19-Jan,TUNIS,KSAR SAID,47701.78,38.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,MAKTHAR,19-Jan,SILIANA,MAKTHAR,3210.588,2.0,1605.294
BIZERTE CARBURANT,GASOIL,SIDI SMAIL,19-Jan,BEJA,SIDI SMAIL,17574.34,14.0,1255.31
SKHIRA,GASOIL 50,ARIANA,19-Jan,ARIANA,ARIANA,14882.3,10.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,GAFSA Rte DE TOZ.,19-Jan,GAFSA,GAFSA,80264.7,50.0,1605.294
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,BIZERTE,19-Jan,BIZERTE,BIZERTE,6998.656,4.0,1749.664
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AMDOUN,19-Jan,BEJA,AMDOUN,4815.882,3.0,1605.294
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,19-Jan,ARIANA,RAOUED,6421.176,4.0,1605.294
GOULETTE,GASOIL,MSAKEN,19-Feb,SOUSSE,M'SAKEN,272402.27,217.0,1255.3100000000002
GOULETTE,SSP SUPER SANS PLOMB,TAHLA,19-Feb,KASSERINE,THALA,11237.058,7.0,1605.294
GOULETTE,GASOIL,MNIHLA,19-Feb,ARIANA,M'NIHLA,251062.0,200.0,1255.31
SKHIRA,GASOIL,BEJA,19-Jan,BEJA,BEJA,7531.86,6.0,1255.31
BIZERTE CARBURANT,GASOIL 50,M. TEMIME,19-Feb,NABEUL,MENZEL TEMIME,63993.89,43.0,1488.23
BIZERTE CARBURANT,GASOIL,BIR MCHERGA,19-Jan,ZAGHOUAN,BIR MCHERGUA,20084.96,16.0,1255.31
ZARZIS,GASOIL 50,BEN GUERDANE,19-Feb,MEDENINE,BEN GUERDENE,68458.58,46.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,EL HAMMA,19-Feb,GABES,EL HAMMA,77054.112,48.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,MEKNASSY,19-Feb,SIDI BOUZID,MEKNASSY,56185.29,35.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,SORTIE SUD Z4,19-Feb,TUNIS,TUNIS VILLE,99528.228,62.0,1605.294
SKHIRA,GASOIL 50,C.O. ASKAR,19-Feb,SIDI BOUZID,CABELET OUELED ASKER,19346.99,13.0,1488.23
SKHIRA,GASOIL,M. HACHED,19-Feb,MAHDIA,MENZEL HACHED,66531.43,53.0,1255.31
SKHIRA,GASOIL,SIDI BOUZID,19-Feb,SIDI BOUZID,SIDI BOUZID,274912.89,219.0,1255.3100000000002
SKHIRA,GASOIL 50,TOZOGHRANE,19-Feb,NABEUL,TOZGRANE,7441.15,5.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,SIDI BENNOUR,19-Feb,MONASTIR,SIDI BEN NOUR,43342.938,27.0,1605.294
BIZERTE CARBURANT,GASOIL 50,NASRALLAH,19-Jan,KAIROUAN,SIDI ALI BEN NASRALL,2976.46,2.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,OUEDHREF,19-Feb,GABES,OUEDHREF,28895.292,18.0,1605.294
SKHIRA,GASOIL 50,MARETH,19-Feb,GABES,MARETH,40182.21,27.0,1488.23
BIZERTE CARBURANT,GASOIL 50,BOUMHEL,19-Feb,BEN AROUS,BOUMHAL,31252.83,21.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,KEBILI,19-Feb,KEBILI,KEBILI,86685.876,54.0,1605.294
SKHIRA,GASOIL 50,GAFSA Rte DE TOZ.,19-Feb,GAFSA,GAFSA,43158.67,29.0,1488.23
SKHIRA,GASOIL 50,REJICHE,19-Feb,MAHDIA,REJICHE,47623.36,32.0,1488.23
SKHIRA,GASOIL,S. LAHED .K,19-Feb,KEBILI,SOUK LAHAD,91637.63,73.0,1255.3100000000002
BIZERTE CARBURANT,GASOIL 50,TAHLA,19-Feb,KASSERINE,THALA,26788.14,18.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,SIDI ALOUENE,19-Feb,MAHDIA,SIDI ALOUANE,72238.23,45.0,1605.294
SKHIRA,GAZOIL SANS SOUFRE,OULED HAFFOUZ,19-Jun,SIDI BOUZID,OULED HAFFOUZ,21801.598,14.0,1557.257
SKHIRA,SSP SUPER SANS PLOMB,MAHRES,19-Feb,SFAX,MAHRES,120397.05,75.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,EL MRAZKA,19-May,NABEUL,HAMMAMET,272346.92,163.0,1670.84
GOULETTE,GASOIL 50,BIR MCHERGA,19-May,ZAGHOUAN,BIR MCHERGUA,34259.654,22.0,1557.257
GOULETTE,GASOIL,GHAR EL MELH,19-Feb,BIZERTE,GHAR EL MELEH,6276.55,5.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,NVLE TATAOUINE,19-Feb,TATAOUINE,TATAOUINE,3210.588,2.0,1605.294
SKHIRA,GASOIL 50,JEBENIANA,19-Feb,SFAX,JBENIANA,5952.92,4.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,C.B.Ammar,19-Feb,ARIANA,CEBALET B AMMAR,28895.292,18.0,1605.294
SKHIRA,GASOIL 50,NASRALLAH,19-Feb,KAIROUAN,SIDI ALI BEN NASRALL,5952.92,4.0,1488.23
BIZERTE CARBURANT,GASOIL,AV.BOUGATFA,19-Feb,TUNIS,LE BARDO,5021.24,4.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,19-Feb,BEJA,GOUBELLAT,6421.176,4.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,KETTANA,19-Jun,GABES,KETTANA,28404.28,17.0,1670.84
GOULETTE,GASOIL,Rte de RAOUED,19-May,ARIANA,ARIANA,190645.598,143.0,1333.186
GOULETTE,GASOIL,BEN AROUS MC 34,19-May,BEN AROUS,BEN AROUS,287968.176,216.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,KAIROUAN,19-Apr,KAIROUAN,KAIROUAN,152046.44,91.0,1670.84
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,Rte DE L'AEROPORT KM 9 ,19-Jan,SFAX,SFAX,3499.328,2.0,1749.664
GOULETTE,GASOIL 50,GRIAAT S. PK29,19-May,BEJA,MEDJEZ EL BAB,65404.794,42.0,1557.257
GOULETTE,GASOIL 50,NABEUL,19-May,NABEUL,NABEUL,90320.906,58.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,DAHMANI,19-May,LE KEF,DAHMANI,16708.4,10.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,CITE EL HABIB - SFAX GPL,19-Sep,SFAX,SFAX,145180.293,87.0,1668.739
BIZERTE CARBURANT,GASOIL 50,OUERDANINE,19-Feb,MONASTIR,EL OUERDANINE,5952.92,4.0,1488.23
SKHIRA,GASOIL,EL BDERNA,19-Sep,SFAX,EL AMRA,11978.757,9.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,MNIHLA,19-Apr,ARIANA,M'NIHLA,235588.44,141.0,1670.84
GOULETTE,GASOIL,C.B.Ammar,19-Apr,ARIANA,CEBALET B AMMAR,267970.386,201.0,1333.186
GOULETTE,GASOIL 50,SIDI EL HENI,19-May,SOUSSE,SIDI EL HENI,17129.827,11.0,1557.257
BIZERTE CARBURANT,GASOIL 50,AZMOUR,19-Feb,NABEUL,AZMOUR,4464.69,3.0,1488.2299999999998
GOULETTE,GASOIL,GRIAAT N. PK29,19-Jun,BEJA,MEDJEZ EL BAB,146650.46,110.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,CITE EL HABIB - SFAX GPL,19-Jun,SFAX,SFAX,167084.0,100.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,METLAOUI,19-Jun,GAFSA,METLAOUI,165413.16,99.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,Rte de RAOUED,19-Jun,ARIANA,ARIANA,369255.64,221.0,1670.84
GOULETTE,GASOIL,REJICHE,19-Jun,MAHDIA,REJICHE,21330.976,16.0,1333.186
GOULETTE,GASOIL,SAHLOUL,19-Jun,SOUSSE,SOUSSE,181313.296,136.0,1333.186
GOULETTE,GASOIL,KANTAOUI,19-Jun,SOUSSE,HAMMAM SOUSSE,94656.206,71.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,BORJ EL AMRI,19-Jun,MANOUBA,BORJ EL AMRI,126983.84,76.0,1670.84
SKHIRA,GASOIL,SFAX  PIC VILLE,19-Jun,SFAX,SFAX,57264.126,41.0,1396.686
GOULETTE,GASOIL,ENTREE SUD,19-Jun,TUNIS,KABARIA,290634.548,218.0,1333.186
SKHIRA,GASOIL,SOUASSI,19-Jun,MAHDIA,SOUASSI,101322.136,76.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Apr,MONASTIR,MENZEL EL HAYET,65162.76,39.0,1670.84
SKHIRA,GASOIL,EL JEM PK192,19-Apr,MAHDIA,EL JEM,185312.854,139.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,19-Jun,SOUSSE,KALAA KBIRA,250626.0,150.0,1670.84
GOULETTE,GASOIL,SOUASSI,19-Jun,MAHDIA,SOUASSI,83990.718,63.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,ENTREE SUD,19-Jun,TUNIS,KABARIA,664994.32,398.0,1670.84
SKHIRA,GASOIL,SIDGHEYNE,19-Jun,MEDENINE,HOUMT SOUK,46661.51,35.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,BIR MCHERGA,19-Apr,ZAGHOUAN,BIR MCHERGUA,120300.48,72.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,LE KEF,19-Jun,LE KEF,LE KEF,71633.822,46.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,MORNAG,19-Jun,BEN AROUS,MORNAG,305763.72,183.0,1670.84
GOULETTE,GASOIL,FOUCHANA,19-Apr,BEN AROUS,FOUCHANA,338629.244,254.0,1333.186
ZARZIS,SSP SUPER SANS PLOMB,TATAOUINE,19-Jun,TATAOUINE,TATAOUINE,100250.4,60.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,SFAX GP1,19-Jun,SFAX,SFAX,152035.98,87.0,1747.5400000000002
SKHIRA,GAZOIL SANS SOUFRE,SFAX GP1,19-Jun,SFAX,SFAX,76260.179,47.0,1622.557
GOULETTE,GASOIL 50,ZAGHOUAN,19-Apr,ZAGHOUAN,ZAGHOUAN,62290.28,40.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,KSAR HELAL,19-Jun,MONASTIR,KSAR HELLAL,73516.96,44.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,KONDAR,19-Jun,SOUSSE,KONDAR,31145.14,20.0,1557.257
GOULETTE,GASOIL,MEDJEZ EL BAB,19-Jun,BEJA,MEDJEZ EL BAB,357293.848,268.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,OUERDANINE,19-Jun,MONASTIR,EL OUERDANINE,35087.64,21.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,AV. HEDI SAIDI,19-Jun,TUNIS,TUNIS VILLE,32702.397,21.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,AV REPUBLIQUE,19-Jun,TUNIS,TUNIS VILLE,332497.16,199.0,1670.84
ZARZIS,GAZOIL SANS SOUFRE,JORF JERBA,19-Jun,MEDENINE,JORF,21801.598,14.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,MNIHLA,19-Jun,ARIANA,M'NIHLA,66962.051,43.0,1557.257
GOULETTE,GASOIL 50,KONDAR,19-May,SOUSSE,KONDAR,29587.883,19.0,1557.257
SKHIRA,GASOIL,OULED CHAMEKH,19-Jun,MAHDIA,OULED CHAMEKH,62659.742,47.0,1333.186
GOULETTE,GASOIL,LE SERS,19-Jun,LE KEF,LE SERS,74658.416,56.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,SOUSSE MED  ALI,19-Jun,SOUSSE,SOUSSE,106933.76,64.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,SOUSSE MED  ALI,19-Jun,SOUSSE,SOUSSE,42045.939,27.0,1557.2569999999998
SKHIRA,GASOIL,PORT DE SFAX,19-May,SFAX,SFAX,386623.94,290.0,1333.186
SKHIRA,GASOIL,GAFSA,19-Sep,GAFSA,GAFSA,215617.626,162.0,1330.973
GOULETTE,GASOIL,BERGES DU LAC,19-Oct,TUNIS,TUNIS VILLE,264863.627,199.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,EL BDERNA,19-Apr,SFAX,EL BDARNA,63847.537,41.0,1557.2569999999998
SKHIRA,GASOIL,BIR LAHMAR,19-Sep,TATAOUINE,BIR LAHMAR,131766.327,99.0,1330.973
SKHIRA,GASOIL,EL JEM,19-Sep,MAHDIA,EL JEM,1019525.318,766.0,1330.973
GOULETTE,GASOIL,ENNASR ARIANA,19-Oct,ARIANA,ENNASR,147738.003,111.0,1330.973
SKHIRA,APS AGILIX PREMIUM ESS.,Rte DE L'AEROPORT KM 9 ,19-May,SFAX,SFAX,9118.065,5.0,1823.613
SKHIRA,GAZOIL SANS SOUFRE,MEKNASSY,19-Sep,SIDI BOUZID,MEKNASSY,34210.968,22.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,POUDRIERE SFAX2,19-Apr,SFAX,SFAX,73191.079,47.0,1557.257
SKHIRA,SSP SUPER SANS PLOMB,SILIANA,19-May,SILIANA,SILIANA,21720.92,13.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,BIR LAHMAR,19-Apr,TATAOUINE,BIR LAHMAR,103592.08,62.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,SOUASSI,19-Apr,MAHDIA,SOUASSI,83542.0,50.0,1670.84
GOULETTE,GASOIL,HAMMAM SOUSSE,19-Apr,SOUSSE,HAMMAM SOUSSE,323964.198,243.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,MONASTIR,19-Sep,MONASTIR,MONASTIR,143511.554,86.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,AV.BOUGATFA,19-Oct,TUNIS,LE BARDO,298704.281,179.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,GAFSA,19-Apr,GAFSA,GAFSA,319130.44,191.0,1670.84
SKHIRA,GASOIL,EL BDERNA,19-Dec,SFAX,EL AMRA,23957.514,18.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,MOKNINE,19-Sep,MONASTIR,MOKNINE,68418.299,41.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,S. LAHED .S,19-May,SOUSSE,SOUSSE,10025.04,6.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,ENTREE SUD,19-Mar,TUNIS,KABARIA,467992.652,291.0,1608.222171821306
GOULETTE,SSP SUPER SANS PLOMB,SILIANA,19-Mar,SILIANA,SILIANA,104737.386,65.0,1611.3444
SKHIRA,GASOIL,OULED CHAMEKH,19-Sep,MAHDIA,OULED CHAMEKH,192991.085,145.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,CHEBBA,19-May,MAHDIA,CHEBBA,90225.36,54.0,1670.84
SKHIRA,GASOIL,MENZEL M'HIRI,19-Apr,KAIROUAN,MENZEL M'HIRI,106654.88,80.0,1333.186
SKHIRA,GASOIL,M. EL HABIB,19-Dec,GABES,MENZEL EL HABIB,117125.624,88.0,1330.973
SKHIRA,GASOIL,SIDGHEYNE,19-Sep,MEDENINE,HOUMT SOUK,159716.76,120.0,1330.9730000000002
SKHIRA,SSP SUPER SANS PLOMB,MELLOULECH,19-Sep,MAHDIA,MELLOULECH,63412.082,38.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,EL GUETAR,19-Sep,GAFSA,EL GUETAR,85105.689,51.0,1668.739
GOULETTE,GASOIL 50,Rte de RAOUED,19-Apr,ARIANA,ARIANA,63847.537,41.0,1557.2569999999998
SKHIRA,GAZOIL SANS SOUFRE,MOKNINE,19-May,MONASTIR,MOKNINE,6229.028,4.0,1557.257
GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,19-Apr,ARIANA,ARIANA,31001.421,17.0,1823.613
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BIZERTE,19-Oct,BIZERTE,BIZERTE,82417.332,53.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,SIDI BOUZID,19-Dec,SIDI BOUZID,SIDI BOUZID,147729.18,95.0,1555.044
GOULETTE,GASOIL,KANTAOUI,19-Oct,SOUSSE,HAMMAM SOUSSE,103815.894,78.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,KORBA,19-Oct,NABEUL,KORBA,107298.036,69.0,1555.044
SKHIRA,GASOIL,C.O. ASKAR,19-Apr,SIDI BOUZID,CABELET OUELED ASKER,70658.858,53.0,1333.186
SKHIRA,GASOIL,CHERARDA,19-Apr,KAIROUAN,CHERARDA,219975.69,165.0,1333.186
SKHIRA,GASOIL,KASSERINE,19-May,KASSERINE,KASSERINE,155982.762,117.0,1333.186
SKHIRA,GASOIL,GHRAIBA,19-May,SFAX,GHREIBA,81324.346,61.0,1333.186
GOULETTE,GASOIL,GAFSA Rte DE TOZ.,19-Jun,GAFSA,GAFSA,63992.928,48.0,1333.186
GOULETTE,APS AGILIX PREMIUM ESS.,ENNASR ARIANA,19-Apr,ARIANA,ENNASR,69297.294,38.0,1823.613
GOULETTE,GAZOIL SANS SOUFRE,MNIHLA,19-Oct,ARIANA,M'NIHLA,59091.672,38.0,1555.044
